X,Y,OBJECTID,LOCATION,ADDRESS,PHONE,FAX,WEBSITE,TYPE,CAPACITY,CONTACT,EMERGENCY_,SHELTER_PH,DIV_BUREAU
-76.236550179233831,36.854477695728939,168,1st Precinct/ Investigations/ Records/ EOC,3661 E. VIRGINIA BEACH BOULEVARD, , , ,Police /EOC Facility,0,N/A, , ,Emergency Services
-76.290946516306946,36.849300102359464,169,FIRE & POLICE ADMINISTRATION,100 BROOKE AVENUE, , , ,Police /Fire Facility,0,N/A, , ,Misc-See 100 Brooke Ave Index
-76.215526203506144,36.860417305329889,170,ANIMAL MANAGEMENT CENTER,5585 SABRE ROAD,664-7387, , ,Police Facility,0,N/A, , ,Police
-76.204141699392409,36.881543033642579,171,SPECIAL ENFORCEMENT DIVISION/ K-9,6101 SOUTH CAPE HENRY AVENUE, , , ,Police Facility,0,N/A, , ,Police
-76.257133997976936,36.863866747393125,172,VECTOR CONTROL,2800 TARRANT STREET, , , , ,0,N/A, , ,Public Health
-76.204569372284183,36.870076271760631,173,OUTREACH DETENTION HOME,1371 KEMPSVILLE ROAD, , , , ,0,N/A, , ,Human Services
-76.255105395508977,36.863833641570842,174,"ADMINISTRATION, REC MAINTENANCE",2840 DANA STREET, , , , ,0,N/A, , ,RPOS
-76.286163257542341,36.845280889212759,175,NORFOLK CIRCUIT COURT,100 ST PAULS BOULEVARD, , , , ,0,N/A, , ,Judicial
-76.284500669566029,36.846187435000573,176,NORFOLK DISTRICT COURT,811 E CITY HALL AVENUE, , , , ,0,N/A, , ,Judicial
-76.284591763061556,36.847117665697134,177,PUBLIC SCHOOLS ADMINISTRATION,800 E CITY HALL AVENUE, , , , ,0,N/A, , ,Public Schools
-76.283335446263564,36.84434585280615,178,corner of East Street and Main Street,100 EAST STREET,664-6222 , ,http://www.norfolk.gov/Parking/,Garage,0,N/A, , ,RPOS
-76.284649847251984,36.830253862218811,179,BERKLEY POOL,925 SOUTH MAIN STREET, , , ,Multi-purpose Center,0,N/A,N, ,RPOS
-76.248629635000938,36.857367657616074,181,COMBINED OPERATIONS FACILITY,1316 BALLENTINE BOULEVARD, , , , ,0,N/A, , ,Utilities
-76.288071950691659,36.845926870203748,182,DEVELOPMENT,500 E MAIN STREET, , , , ,0,N/A, , ,Development
-76.246940433598596,36.856523558700111,183,PURCHASING STOREHOUSE,HOLLISTER AVENUE, , , , ,0,N/A,N, ,Finance
-76.278825400673853,36.856601640131792,184,ATTUCKS THEATRE,1010 Church Street,664-6464, , , , , , , ,Civic Facilities
-76.211540634471135,36.88013975550809,185,2ND PRECINCT/ TRAINING,2500 N Military Highway, , , ,Police Facility, 0, , , ,Police
-76.26726575917219,36.914183035973451,186,LITTLE CREEK WORKPLACE DEVELOPMENT CENTER & CLINIC,207 E Little Creek Road, , , , , , , , ,Human Services/ Public Health
-76.30199694678987,36.861968227379116,187,CHKD HOSPITAL SCHOOL PROGRAM,601 Childrens Lane,668-7061,668-7497,,Special Purpose School, ,Janice Teagle, , ,Public Schools
-76.240602136425352,36.898768751078904,188,NORVIEW HIGH SCHOOL,6501 Chesapeake Boulevard,852-4500,852-4511,http://www.nps.k12.va.us/schools/norviewhs,High School,1000,Marjorie Stealey,Y,852-4500,Public Schools
-76.287536745899175,36.864402419330411,189,GHENT ELEMENTARY SCHOOL,200 Shirley Avenue,441-5183,628-2526,http://www.nps.k12.va.us/schools/ghentes,Elementary School,0,Cassandra Goodwyn,N, ,Public Schools
-76.276276480780737,36.85409652242047,190,CALVERT SQUARE EARLY CHILDHOOD CENTER,975 Bagnall Road,628-3412,625-7084, ,Preschool,0,Sylvia Spratley,N, ,Public Schools
-76.275818161378027,36.847506929190274,191,RUFFNER ACADEMY,610 May Avenue,628-2466,628-2465,http://www.nps.k12.va.us/schools/ruffner,Middle School,0,Kenyetta Goshen, , ,Public Schools
-76.192957603405318,36.851190644048422,192,SECEP ADMINISTRATIVE OFFICES,"6160 Kempsville Circle, Ste 300B",892-6100,892-6111, ,Special Purpose School,0,Judith Green,N, ,Public Schools
-76.282915697524743,36.855155133033371,193,"PB YOUNG, SR. ELEMENTARY SCHOOL",543 E. Olney Rd,628-2588,628-2582,http://www.nps.k12.va.us/schools/youngpark,Elementary School,0,Laguna Foster,N, ,Public Schools
-76.277520024303016,36.850306708203192,194,TIDEWATER PARK ELEMENTARY SCHOOL,1045 E. Brambleton Ave,628-2500,628-2501,http://www.nps.k12.va.us/schools/tidewaterpark,Elementary School,0,Sylvia Spratley,N, ,Public Schools
-76.252574608542176,36.85747882063233,195,RICHARD BOWLING ELEMENTARY SCHOOL,2861 E. Princess Anne Rd,628-2515,628-2512,http://www.nps.k12.va.us/schools/bpes,Elementary School,0,Brenda Shepard,N, ,Public Schools
-76.258899299539834,36.8551772839173,196,DREAMKEEPERS ACADEMY,2600 E. Princess Anne Road,628-2555,628-2548,http://www.nps.k12.va.us/schools/dreamkeepers,Elementary School,300,Doreatha White,Y,628-2555,Public Schools
-76.277949658744447,36.911108261677882,197,NORFOLK FITNESS & WELLNESS CENTER,7300 Newport Avenue,823-4300, ,http://www.norfolk.gov/wellness,Recreation & Human Develo, , , , ,RPOS
-76.263933534860058,36.8904474722709,198,LAKEWOOD DANCE & MUSIC,1600 Willow Wood Drive, , , ,Recreation & Human Develo, , , , ,RPOS
-76.263998869134923,36.888486312807657,199,LAKEWOOD PARK & ATHLETICS,1600 Willow Wood Drive, , , ,Recreation & Human Develo, , , , ,RPOS
-76.279340872174274,36.854528607682695,201,VIVIAN C MASON CENTER,700 E Olney Road,441-1035,,,Recreation & Human Develo,,,,,RPOS
-76.240497973454325,36.896870122865948,203,NORVIEW COMMUNITY CENTER,6380 Sewells Point Road,441-1440,,,Recreation & Human Develo,,,,,RPOS
-76.29033320912859,36.846716757043929,133,SLOVER LIBRARY,235 E PLUME STREET,664-7323, , ,Library,0,N/A, , ,Libraries
-76.304031198460649,36.882230038345618,204,LAMBERTS POINT COMMUNITY CENTER,1251 W 42nd Street,423-1088,,,Recreation & Human Develo,,,,,RPOS
-76.262653125049781,36.828201903691024,205,DIGGS TOWN RECREATION CENTER,1401 Melon Street,,,,Recreation & Human Develo,,,,,RPOS
-76.255637680933219,36.927929993630435,62,NORTHSIDE COMMUNITY CENTER,8400 Tidewater Drive, , , ,Recreation & Human Develo,0,N/A,N, ,RPOS
-76.284400644061932,36.843955222562755,210,Union Street across from City Hall,999 E Main Street,664-6222,,http://www.norfolk.gov/Parking/,Garage,0,(757) 664-6222 ,,,PARKING
-76.282842531610072,36.844986301441409,211,EAST STREET,East Street,,,,CITY HALL STORAGE,0,,,,
-76.291378737718986,36.84883960919457,212,Entrance 100 Brooke Ave,100 Brooke Avenue,664-6600,,http://www.norfolk.gov/NFR/default.asp,Administrative NFD/NPD,,,,,Department Fire-Rescue
-76.291775753786567,36.855869339391809,214, ,225 W. Olney Road,823-1600,,http://www.norfolk.gov/pub_health/CommResources.asp,Community Services,,,,,Public Health
-76.290890023626929,36.853347129147267,146,"RECREATION, PARKS & OPEN SPACE",501 BOUSH STREET, , , , ,0,N/A, , ,RPOS
-76.290960085317849,36.853334913428945,200,YOUTH RESOURCE CENTER,501 Boush Street,441-1227,,,,,,,,RPOS
-76.279336811772708,36.878916056293342,215,LAFAYETTE PARK,3500 Granby Street,441-1347,441-5285,http://www.norfolkbeautiful.org/,ERNIE MORGAN CENTER,,JOHN DUEL,,,PUBLIC WORKS
-76.250787338492486,36.909796261464002,206,,,,,,,,,,,
-76.250819494719025,36.909816607196191,207,,,,,,,,,,,
-76.250894138188599,36.909785151617392,208,2nd Precinct,,,,,,,,,,Norfolk Police Department
