name,styleUrl,styleHash,description,lon,lat
Structure--Butler School,#icon-503-FFDD5E,542a2b8,"Constructed c.1863 with government funding under Gen. Butler to educate former slaves. The school was a ""large frame structure in the shape of a Greek Cross."" In use until replaced by the Whittier Training School in 1887.<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--butler%20school",-76.330647,37.023216
Structure--Butler Farm School,#icon-503-FFDD5E,542a2b8,,-76.386341,37.064912
Structure--Buxton Hopsital,#icon-503-DB4436,-12a4d528,Site currently located within Newport News city limits. Later Mary Immaculate Hospital. It was demolished before the current structure was constructed in 1980.<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--buxton%20hospital,-76.392655,36.986181
Structure--C. & O. Railroad Depot (Phoebus),#icon-503-DB4436,-12a4d528,Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--c.%20%26%20o.%20railroad%20depo%2E%2E%2E,-76.317172,37.017749
Structure--C. & O. Railroad Old Point Comfort Station,#icon-503-DB4436,-12a4d528,The end of the Chesapeake & Ohio Railroad. The station served passengers; the depot was nearby.<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--c.%20%26%20o.%20railroad%20old%20%2E%2E%2E,-76.313522,37.002634
Structure--C. & O. Railroad Passenger & Freight Station (Hampton),#icon-503-DB4436,-12a4d528,The structure was moved to Bluebird Gap Farm Park. (See also: Structure--Hampton Train Depot)<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--c.%20%26%20o.%20railroad%20pass%2E%2E%2E,-76.34242200000001,37.033032
Structure--Canal Bridge,#icon-503-FFDD5E,542a2b8,Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--canal%20bridge,-76.356531,37.003744
Structure--Carmel Center,#icon-503-7CCFA9,42131318,Originally the city's Public Safety Building.<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--carmel%20center,-76.344458,37.027514
Structure--Carroll Hall,#icon-503-DB4436,-12a4d528,Originally constructed as commissioned officers' quarters. Housed Jefferson Davis during his imprisonment at Fort Monroe at the close of the Civil War (after his imprisonment in the casemates of the stone fort). Demolished around 1900.<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--carroll%20hall,-76.309278,37.005271
Structure--Cary St. #251,#icon-503-DB4436,-12a4d528,Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--cary%20st.%20%23251,-76.340008,37.0267536
Structure--Cary St. #255,#icon-503-DB4436,-12a4d528,Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--cary%20st.%20%23255,-76.3398095,37.0267778
Structure--Cary St. #261,#icon-503-DB4436,-12a4d528,Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--cary%20st.%20%23261,-76.33957650000002,37.0267927
Structure--Cary St. #265,#icon-503-DB4436,-12a4d528,Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--cary%20st.%20%23265,-76.339373,37.026835
Structure--Cedar Hall,#icon-503-DB4436,-12a4d528,"Constructed in 1905 by Frank Darling. After the death of his wife, Mollie, in 1955, it was rented as apartments. It was demolished in 1976.<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--cedar%20hall",-76.345206,37.018209
Structure--Cedar Point Dr. #11,#icon-503-7CCFA9,42131318,J.S. Darling II's home<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--cedar%20point%20dr.%20%2311,-76.344299,37.018909
Structure--Central Methodist Episcopal Church,#icon-503-7CCFA9,42131318,Also earlier known as West End Methodist Episcopal Church. Previously the site of First Presbyterian Church (1885-1895). <br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--central%20methodist%20epi%2E%2E%2E,-76.350555,37.023383
Structure--Ceramic-Heated Tunnel,#icon-503-DB4436,-12a4d528,11-Inch Ceramic-Heated Tunnel<br> <br>Additional Images and History from NASA Site:<br>http://crgis.ndc.nasa.gov/historic/1263,-76.377369,37.09353
Structure--Chamberlin Pavilion,#icon-503-DB4436,-12a4d528,"Covered pavilion, on pilings over water, adjacent to the original Hotel Chamberlin.<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--chamberlin%20pavilion",-76.313567,37.000685
Structure--Chamberlin-Vanderbilt Hotel,#icon-503-7CCFA9,42131318,"The current structure is still called the Chamberlin, though it is presently a senior living community. <br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--chamberlin-vanderbilt%2E%2E%2E",-76.312478,37.001058
Structure--Chambers House,#icon-503-DB4436,-12a4d528,1010 North King Street<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--chambers%20house,-76.347899,37.04226800000001
Structure--Chapel of the Centurion,#icon-503-7CCFA9,42131318,Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--chapel%20of%20the%20centurion,-76.307672,37.002709
Structure--Chapel St. #227,#icon-503-DB4436,-12a4d528,Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--chapel%20st.%20%23227,-76.35072,37.023408
Structure--Charles Taylor Library,#icon-503-7CCFA9,42131318,Now Charles Taylor Arts Center.<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--charles%20taylor%20library,-76.352186,37.020274
Structure--Chesapeake & Potomac Telephones,#icon-503-7CCFA9,42131318,Currently occupied by Verizon. Address 131 E. Queen St. Constructed in 1939.<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--chesapeake%20%26%20potomac%20%2E%2E%2E,-76.342162,37.026073
Structure--Chesapeake Ave. #1506,#icon-503-DB4436,-12a4d528,Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--chesapeake%20ave.%20%231506,-76.37981,36.995893
Structure--Chesapeake Ave. #1600,#icon-503-7CCFA9,42131318,"First house built by Capt. John C. Robinson c.1890.  (For Robinson's second house, see also:  Robinson House.)",-76.379625,36.99611
Structure--Chesapeake Ave. #2200,#icon-503-7CCFA9,42131318,Built in 1920s by Fred Robinson.,-76.378266,36.997132
Structure--Chesapeake Ave. #2404,#icon-503-7CCFA9,42131318,Constructed in 1890 for Capt. Charles E. Hewins.,-76.37484,36.998631
Structure--Chesapeake Ave. #3005,#icon-503-7CCFA9,42131318,Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--chesapeake%20ave.%20%233005,-76.370242,37.000089
Structure--Chesapeake Ave. #3009,#icon-503-7CCFA9,42131318,Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--chesapeake%20ave.%20%233009,-76.369894,37.000252
Structure--Chesapeake Ave. #3011,#icon-503-7CCFA9,42131318,Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--chesapeake%20ave.%20%233011,-76.3697,37.00031
Structure--Chesapeake Ave. #3301,#icon-503-7CCFA9,42131318,Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--chesapeake%20ave.%20%233301,-76.365747,37.001719
Structure--Chesapeake Ave. #3417,#icon-503-7CCFA9,42131318,Constructed in 1922 for Nelson Groome.<br><br>Click to View Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--chesapeake%20ave.%20%233417,-76.363641,37.002261
Structure--Chesapeake Ave. #3515,#icon-503-7CCFA9,42131318,Constructed in 1923.<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--chesapeake%20ave.%20%233515,-76.36221700000002,37.002694
Structure--Chesapeake Ave. #3533,#icon-503-7CCFA9,42131318,Constructed in 1918.<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--chesapeake%20ave.%20%233533,-76.361402,37.002814
Structure--Chesapeake Ave. #3629,#icon-503-7CCFA9,42131318,Constructed c.1849 by John Simpson.<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--chesapeake%20ave.%20%233629,-76.35976,37.003071
Structure--Chesapeake Ave. #3637,#icon-503-7CCFA9,42131318,Constructed in 1916.<br><br>Click to View Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--chesapeake%20ave.%20%233637,-76.359464,37.003165
Structure--Chesapeake Ave. #3741,#icon-503-7CCFA9,42131318,Constructed in 1921.<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--chesapeake%20ave.%20%233741,-76.357411,37.003647
Structure--Chesapeake Hotel,#icon-503-DB4436,-12a4d528,Located at 102 Howard Street. <br>Elks' Retreat. <br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--chesapeake%20hotel,-76.322477,37.016565
Structure--Chesterville,#icon-503-DB4436,-12a4d528,"Home of George Wythe, signer of the Declaration of Independence, first law professor at William & Mary, and mentor to Thomas Jefferson.<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--chesterville<br><br>Aerial View with Features Outlined:<br>http://crgis.ndc.nasa.gov/historic/File:Chesterville_Plantation.jpg<br><br>NASA History of Chesterville:<br>http://crgis.ndc.nasa.gov/historic/Chesterville<br><br>Library of Virginia Resources:<br>http://lva1.hosted.exlibrisgroup.com/F/?func=find-b&find_code=WRD&request=vhir%2009%200357",-76.388138,37.10338
Structure--Clark House,#icon-503-7CCFA9,42131318,Constructed c.1832.,-76.302891,37.070277
Structure--Clarke Hall/Y.M.C.A.,#icon-503-7CCFA9,42131318,,-76.337669,37.019261
Structure--Clark's Palace Hotel,#icon-503-DB4436,-12a4d528,Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--clarks%20palace%20hotel,-76.323888,37.01737
Structure--Cleveland Hall,#icon-503-7CCFA9,42131318,Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--cleveland%20hall,-76.34003,37.020794
Structure--Cloverdale,#icon-503-DB4436,-12a4d528,Likely constructed in the mid 18th century. The site also includes the Vaughan family cemetery.<br><br>NASA History of Site:<br>http://crgis.ndc.nasa.gov/historic/Cloverdale_Plantation_Site<br><br>Library of Virginia Resources:<br>http://lva1.hosted.exlibrisgroup.com/F/?func=find-b&find_code=WRD&request=vhir%2009%200382<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--cloverdale,-76.381746,37.094089
Structure--Coast Artillery School,#icon-503-7CCFA9,42131318,Building 133. Constructed in 1909.<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--coast%20artillery%20school,-76.31168,37.001853
Structure--Coca-Cola Brown House,#icon-503-7CCFA9,42131318,1221 Chesapeake Avenue.  Renovated and expanded heavily after Raymond Brown purchased it.,-76.383468,36.994474
Structure--Community Presbyterian Church,#icon-503-7CCFA9,42131318,Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--community%20presbyteria%2E%2E%2E,-76.316886,37.058012
Structure--Copland-Finn-Drummond House,#icon-503-7CCFA9,42131318,Sometimes called Bay View Manor. Constructed c.1712. Note: West quadrant of current structure only. Remaining areas of current structure are additions to original house.<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--copland-finn-drummond%2E%2E%2E<br><br>Library of Virginia Resources:<br> http://lva1.hosted.exlibrisgroup.com/F/?func=find-b&find_code=WRD&request=vhir%2009%200360,-76.3087,37.084887
Structure--Cosby Motors,#icon-503-7CCFA9,42131318,Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--cosby%20motors,-76.350018,37.025966
Structure--Cottage Home,#icon-503-7CCFA9,42131318,"Street Address: 6 Windsor Drive.  Constructed in 1840, purchased in 1852 by Fayette Sinclair family. Also sometimes called Windsor Terrace. The property also included a cemetery believed to have been used for slaves, and in use by their descendants. (See also: Cemetery--Sinclair-Johnson)<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--cottage%20home",-76.375363,37.042468
Structure--County Jail,#icon-503-DB4436,-12a4d528,Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--county%20jail<br><br>Library of Virginia Resources:<br>http://digitool1.lva.lib.va.us:8881/R/13TEXCHXFC5JNKIA7QMDP6FI59NNEEIQG4LK38KP5PBVHCAYEF-10500?func=results-jump-full&set_entry=000012&set_number=054863&base=GEN01-LOC01,-76.345464,37.026954
Structure--Court St. #42,#icon-503-DB4436,-12a4d528,Offices of the Visiting Nurses Association.<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--court%20st.%20%2342,-76.345928,37.026321
Structure--Court St. #131,#icon-503-DB4436,-12a4d528,Originally 26 Court St.<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--court%20st.%20%23131,-76.345373,37.026531
Structure--Court St. #133,#icon-503-DB4436,-12a4d528,Originally 24 Court St.<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--court%20st.%20%23133,-76.345271,37.02655
Structure--Creek Ave. #403,#icon-503-7CCFA9,42131318,Constructed c.1910.<br><br>Click to View Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--creek%20ave.%20%23403,-76.341201,37.034667
Structure--Darden Apartments,#icon-503-7CCFA9,42131318,Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--darden%20apartments,-76.347586,37.020137
Structure--Darling Bridge,#icon-503-7CCFA9,42131318,Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--darling%20bridge,-76.34504,37.02299
Structure--Deerfield,#icon-503-7CCFA9,42131318,"Probably constructed in 1830s. Also sometimes called ""Cream Ridge."" Occupied by the Wood family until the 1970s. <br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--deerfield",-76.43435400000001,37.060575
Structure--DeRussy House,#icon-503-DB4436,-12a4d528,"Constructed in 1817 as a government stable, afterwards converted to a barracks or prison, then converted into a dwelling around 1842. <br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--derussy%20house",-76.310697,37.002034
Structure--Diggs House,#icon-503-7CCFA9,42131318,Constructed c.1840s. Originally part of Herbert land.<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--diggs%20house,-76.29973,37.0344687
Structure--Dixie Hospital,#icon-503-DB4436,-12a4d528,"Originally began as the Hampton Training School for Nurses, on the site of Villa Margaret, around 1913. The name changed to Dixie Hospital in 1933. Dixie Hospital moved to its Victoria Boulevard location in 1959 and became known as Hampton General Hospital in 1973.<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--dixie%20hospital",-76.33848,37.022916
Structure--Dodd Hall,#icon-503-7CCFA9,42131318,Originally constructed in 1919 as bachelor NCO housing.<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--dodd%20hall,-76.349405,37.075759000000005
Structure--Domestic Science Building,#icon-503-DB4436,-12a4d528,Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--domestic%20science%20buil%2E%2E%2E,-76.338233,37.018899
Structure--E.Mallory Ave. #12,#icon-503-DB4436,-12a4d528,Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--e.mallory%20ave.%20%2312,-76.34497,37.030157
Structure--E.Mellen St. #11,#icon-503-7CCFA9,42131318,Clark's Clothing Store.<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--e.mellen%20st.%20%2311,-76.321791,37.018369
Structure--E.Mellen St. #20,#icon-503-7CCFA9,42131318,Constructed in 1882.<br>Shackleford Furniture Co.<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--e.mellen%20st.%20%2320,-76.321861,37.018122
Structure--E.Mellen St. #22,#icon-503-7CCFA9,42131318,Constructed in 1882.<br>Nicholas Grocery Store<br>Rose's 5-10-25 Cent Store<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--e.mellen%20st.%20%2322,-76.32179800000002,37.018069
Structure--E.Mellen St. #23,#icon-503-DB4436,-12a4d528,Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--e.mellen%20st.%20%2323,-76.321465,37.01809
Structure--E.Mellen St. #24,#icon-503-DB4436,-12a4d528,Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--e.mellen%20st.%20%2324,-76.321743,37.01800600000001
Structure--E.Mellen St. #25,#icon-503-7CCFA9,42131318,Constructed in 1897.<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--e.mellen%20st.%20%2325,-76.321359,37.018055
Structure--E.Mellen St. #26,#icon-503-7CCFA9,42131318,Constructed in 1872.<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--e.mellen%20st.%20%2326,-76.321681,37.017952
Structure--E.Mellen St. #27,#icon-503-7CCFA9,42131318,Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--e.mellen%20st.%20%2327,-76.321382,37.017989
Structure--E.Mellen St. #28,#icon-503-DB4436,-12a4d528,Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--e.mellen%20st.%20%2328,-76.321611,37.017887
Structure--E.Mellen St. #29-31,#icon-503-DB4436,-12a4d528,Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--e.mellen%20st.%20%2329-31,-76.321317,37.017947
Structure--E.Mellen St. #30,#icon-503-DB4436,-12a4d528,Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--e.mellen%20st.%20%2330,-76.321523,37.01782
Structure--E.Mellen St. #32,#icon-503-7CCFA9,42131318,"Current address is 34 E. Mellen St. (Appears on most maps as 32 E. Mellen St., but in directories as 34 E. Mellen St.) Constructed in 1927.<br><br> <br>Benthall Brothers Grocery Store. (Replaced store's earlier location at 110 E. Howard Street.)<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--e.mellen%20st.%20%2332",-76.321454,37.017755
Structure--E.Mellen St. #33,#icon-503-7CCFA9,42131318,Used as Post Office<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--e.mellen%20st.%20%2333,-76.321236,37.017883
Structure--E.Mellen St. #34,#icon-503-DB4436,-12a4d528,Stephen Leacy's Shoe Repair<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--e.mellen%20st.%20%2334,-76.32141,37.017719
Structure--E.Mellen St. #35,#icon-503-7CCFA9,42131318,Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--e.mellen%20st.%20%2335,-76.321198,37.017833
Structure--E.Mellen St. #37,#icon-503-7CCFA9,42131318,Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--e.mellen%20st.%20%2337,-76.321114,37.017812
Structure--E.Mellen St. #38,#icon-503-7CCFA9,42131318,Sharf's Restaurant & Beer HallPete's Restaurant<br>Sarah's Irish Pub<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--e.mellen%20st.%20%2338,-76.321397,37.017672
Structure--E.Mellen St. #102-104,#icon-503-DB4436,-12a4d528,American Hotel<br>Roseland Club Hotel<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--e.mellen%20st.%20%23102-104,-76.321174,37.017474
Structure--E.Mellen St. #108,#icon-503-DB4436,-12a4d528,Congdon Drug Store<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--e.mellen%20st.%20%23108,-76.320994,37.017361
Structure--E.Mellen St. #131,#icon-503-DB4436,-12a4d528,Army Y.M.H.A. (Young Men's Hebrew Association) at end of WWI.<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--e.mellen%20st.%20%23131,-76.320144,37.016915
Structure--E.Mellen St. #202,#icon-503-7CCFA9,42131318,Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--e.mellen%20st.%20%23202,-76.320023,37.016513
Structure--E.Mellen St. #205,#icon-503-7CCFA9,42131318,Owned by the Smith family for several generations.<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--e.mellen%20st.%20%23205,-76.319539,37.016541
Structure--E.Mellen St. #206,#icon-503-DB4436,-12a4d528,Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--e.mellen%20st.%20%23206,-76.319885,37.016363
Structure--E.Mellen St. #208,#icon-503-DB4436,-12a4d528,Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--e.mellen%20st.%20%23208,-76.319795,37.016279
Structure--E.Howard St. #10,#icon-503-DB4436,-12a4d528,Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--e.howard%20st.%20%2310,-76.323352,37.017464
Structure--E.Pembroke Ave. #333,#icon-503-7CCFA9,42131318,Constructed c.1890. J.B. Kimberly's home. <br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--e.pembroke%20ave.%20%23333,-76.341006,37.031334
Structure--E.Pembroke Ave. #347,#icon-503-7CCFA9,42131318,Constructed c.1890. H.W. Saunders' home.<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--e.pembroke%20ave.%20%23347,-76.340759,37.031388
Structure--E.Pembroke Ave. #442,#icon-503-7CCFA9,42131318,"Home of Harry H. Holt, Sr.  According to Holt (as told to his grandchildren), the house was built on the site of Hickman's Brick Yard.",-76.338901,37.031182
Structure--E.Queen St. #1,#icon-503-DB4436,-12a4d528,Darden dry goods.Merchants National Bank.<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--e.queen%20st.%20%231,-76.344171,37.025850000000005
Structure--E.Queen St. #2-4,#icon-503-DB4436,-12a4d528,1901-1975Bank of Hampton 1901-1933<br>Citizens National Bank 1933-<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--e.queen%20st.%20%232-4,-76.344053,37.02566
Structure--E.Queen St. #5,#icon-503-7CCFA9,42131318,Pender's Grocery.<br>Sealey's Appliance Store.<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--e.queen%20st.%20%235,-76.344029,37.025866
Structure--E.Queen St. #12,#icon-503-DB4436,-12a4d528,"Leonard's Saloon (at that time, 6 E. Queen St.)<br><br>Museum Collections:<br>http://hampton.pastperfect-online.com/36184cgi/mweb.exe?request=clicksearch;dtype=d;subset=0;_t1104=structure--e.queen%20st.%20%2312",-76.3437918,37.0256821
