Jurisdiction,Route,Route Name,Crossing,Geotag,Type,Year Built,Year Reconstructed,Deck Condition,Superstructure Condition,Substructure Condition,Culvert Condition,Functionally Obsolete?,Structurally Deficient?,Last Inspected,Weight Limit Posted?,Responsibility,Structure Length (FT),Structure Width (FT),Avg Daily Traffic
Isle of Wight County,620,MUDDY CROSS DR.,Cypress Creek,"36.922764, -76.603858",Culvert,1987,N/A,N,N,N,5,No,No,12/2/2013,No,VDOT,33.1,41,3010
Isle of Wight County,620,BROADWATER ROAD,Villines Swamp,"36.913573, -76.806453",Bridge,1992,N/A,7,7,7,N,No,No,7/11/2014,No,VDOT,47,32,1334
Isle of Wight County,621,Mill Swamp Road,Passenger Swamp,"37.001798, -76.773951",Bridge,1945,1979,6,5,6,N,No,No,5/14/2014,Yes,VDOT,70.7,25.5,299
Isle of Wight County,621,MILL SWAMP ROAD,Mill Swamp,"36.990555, -76.809356",Bridge,1952,1987,5,4,6,N,No,Yes,8/25/2014,Yes,VDOT,68.5,21.3,299
Isle of Wight County,623,GREEN LEVEL ROAD,Pouches Swamp,"36.986785, -76.781118",Bridge,1971,N/A,8,5,5,N,No,No,2/12/2014,No,VDOT,48,25,168
Isle of Wight County,625,MODEST NECK RD.,Rattlesnake Swamp,"36.958659, -76.772973",Bridge,1970,N/A,7,7,5,N,No,No,4/4/2014,No,VDOT,115,29.8,116
Isle of Wight County,626,MILL SWAMP ROAD,Stallings Creek,"37.012506, -76.725044",Bridge,1945,N/A,6,5,6,N,Yes,No,8/20/2014,Yes,VDOT,60,20.9,773
Isle of Wight County,626,MILL SWAMP ROAD,Mount Holly Creek,"36.988309, -76.648054",Bridge,1957,N/A,5,5,5,N,No,No,5/9/2013,No,VDOT,152.2,28.9,1360
Isle of Wight County,629,DARDENS MILL RD.,Corrowaugh Swamp,"36.755931, -76.812669",Culvert,1976,N/A,N,N,N,6,No,No,12/2/2013,No,VDOT,33.1,40,93
Isle of Wight County,630,LAWERENCE DRIVE,Stream,"36.746268, -76.892348",Bridge,1956,N/A,6,4,6,N,No,Yes,2/18/2014,Yes,VDOT,30.7,20.9,89
Isle of Wight County,630,BEAVERDAM R0AD,Beaverdam Swamp,"36.709456, -76.870493",Bridge,1996,N/A,8,8,8,N,No,No,3/5/2014,No,VDOT,46.9,27.9,197
Isle of Wight County,632,OLD MYRTLE ROAD,Stream,"36.736973, -76.794204",Bridge,1953,N/A,7,6,7,N,Yes,No,11/6/2013,No,VDOT,29.9,20,137
Isle of Wight County,636,OLD SUFFOLK ROAD,Trib Ennis Pond,"36.798523, -76.724157",Culvert,1997,N/A,N,N,N,7,No,No,12/2/2013,No,VDOT,21,44,386
Isle of Wight County,637,JONES TOWN DR.,Rattlesnake Swamp,"36.958868, -76.788515",Bridge,1945,N/A,7,3,5,N,No,Yes,10/29/2014,Yes,VDOT,90.5,20.9,316
Isle of Wight County,637,JONES TOWN ROAD,Branch Rattlesnake Swamp,"36.958868, -76.788515",Bridge,1945,N/A,6,5,7,N,Yes,No,3/5/2014,Yes,VDOT,29.9,16.4,316
Isle of Wight County,637,ORBIT RD.,Carbell Swamp,"36.826949, -76.681618",Culvert,1972,N/A,N,N,N,4,No,Yes,12/18/2014,No,VDOT,20,49,473
Isle of Wight County,637,ORBIT ROAD ROUTE 63,Nuby Run,"36.877326, -76.682712",Bridge,2014,0,7,7,8,N,No,No,11/5/2014,No,VDOT,96,24,282
Isle of Wight County,638,MILL CREEK ROAD,Burnt Mill Swamp,"36.830223, -76.788384",Bridge,1951,1979,6,4,5,N,No,Yes,1/23/2015,No,VDOT,44.9,25.2,802
Isle of Wight County,641,BOWS & ARROWS RD.,Ducks Swamp,"36.784374, -76.825982",Bridge,1952,N/A,7,5,7,N,Yes,No,8/7/2014,Yes,VDOT,30.5,17.2,584
Isle of Wight County,641,COLLOSSE ROAD,Corrowaugh Swamp,"36.759665, -76.823596",Bridge,1955,1992,7,4,7,N,No,Yes,8/7/2014,Yes,VDOT,50,21.5,300
Isle of Wight County,641,HARVEST DRIVE,Kingsale Swamp,"36.699856, -76.835478",Bridge,1955,N/A,7,5,6,N,Yes,No,8/19/2014,Yes,VDOT,40,19.3,662
Isle of Wight County,641,BARRETT TOWN RD.,Antioch Swamp,"36.826874, -76.805422",Bridge,1955,1984,6,5,6,N,Yes,No,9/22/2014,Yes,VDOT,30.5,19.8,626
Isle of Wight County,641,BARRETT'S TOWN RD.,Burnt Mill Swamp,"36.847826, -76.808383",Culvert,1958,N/A,N,N,N,6,No,No,12/18/2014,No,VDOT,32,34,626
Isle of Wight County,644,Fire Tower Road,Pope Swamp,"36.878521, -76.775660",Bridge,1948,1979,7,5,6,N,Yes,No,4/3/2014,No,VDOT,54.5,21.1,555
Isle of Wight County,644,Bowling Green Road,Great Swamp,"36.896004, -76.689865",Culvert,1972,N/A,N,N,N,5,No,No,12/18/2014,No,VDOT,33,49,1148
Isle of Wight County,645,YELLOW HAMMER ROAD,N&W Railroad,"36.852565, -76.813082",Bridge,1984,N/A,6,6,6,N,No,No,10/9/2014,No,VDOT,154,31.8,740
Isle of Wight County,646,GARRISON ROAD,Burnt Mill Swamp,"36.852239, -76.776797",Bridge,1945,1978,5,5,7,N,No,Yes,4/3/2014,Yes,VDOT,35.1,22.1,335
Isle of Wight County,646,BEALE PLACE DRIVE,Pope Creek,"36.883011, -76.793988",Bridge,1994,N/A,7,7,8,N,No,No,3/5/2014,No,VDOT,79.1,27.9,652
Isle of Wight County,647,POPE SWAMP TRAIL,Pope Swamp,"36.873159, -76.757510",Bridge,1952,N/A,6,5,6,N,Yes,No,4/9/2014,Yes,VDOT,44.7,19.1,62
Isle of Wight County,649,TOMLIN HILL RD.,Pope Swamp,"36.877067, -76.811769",Culvert,1999,N/A,N,N,N,8,No,No,12/18/2014,No,VDOT,21,65,479
Isle of Wight County,654,CARROLL BRIDGE RD.,Champion Swamp,"36.920696, -76.650601",Bridge,1966,N/A,5,5,5,N,Yes,No,7/22/2014,Yes,VDOT,60.3,21.3,745
Isle of Wight County,655,GREAT SPRING ROAD,Cypress Creek Cove,"36.973968, -76.639823",Bridge,1954,1986,8,8,8,N,Yes,No,3/8/2013,No,VDOT,16.1,21,808
Isle of Wight County,656,UNION CAMP DRIVE,BEAVERDAM SWAMP,"36.676052, -76.901186",Bridge,1986,N/A,7,7,7,N,No,No,2/14/2014,No,VDOT,91.9,32.2,3662
Isle of Wight County,662,Whippingham Parkway,Ragged Island Creek,"36.952418, -76.517803",Culvert,1970,N/A,N,N,N,4,No,Yes,11/10/2014,No,VDOT,28,78,120
Isle of Wight County,666,BERRY HILL ROAD,Branch Pagan Creek,"36.996592, -76.635190",Culvert,1973,N/A,N,N,N,8,No,No,11/20/2013,No,VDOT,11.2,75,4738
Isle of Wight County,668,TITUS CREEK DRIVE,Titus Creek,"36.968157, -76.556284",Bridge,1966,N/A,6,6,6,N,Yes,No,6/10/2013,No,VDOT,182.1,29.9,6346
Isle of Wight County,669,NIKE PARK ROAD,Jones Creek,"36.970636, -76.574523",Bridge,1961,N/A,6,6,6,N,Yes,No,6/10/2013,No,VDOT,211.9,28.9,8679
Isle of Wight County,677,WRENNS MILL ROAD,Wrenns Mill Spillway,"37.024723, -76.671876",Bridge,1946,1987,6,6,6,N,No,No,1/7/2015,No,VDOT,27,21.3,67
Isle of Wight County,677,WRENNS MILL ROAD,Pagan Creek,"37.024693, -76.672050",Bridge,1951,1982,6,5,5,N,No,No,1/7/2015,Yes,VDOT,16.8,20,67
Isle of Wight County,680,STALLING CREEK RD.,Stallings Creek,"36.991880, -76.749051",Bridge,1952,N/A,6,4,5,N,No,Yes,5/14/2014,Yes,VDOT,30.2,21,354
Isle of Wight County,681,COMET RD.,Branch Stallings Creek,"36.991332, -76.744588",Bridge,1955,1991,8,5,7,N,Yes,No,10/8/2013,No,VDOT,24.9,20.3,329
Isle of Wight County,681,RAYNOR ROAD,Branch Pouches Swamp,"36.963606, -76.766322",Bridge,1996,N/A,8,8,8,N,No,No,7/17/2013,No,VDOT,56.1,27.9,153
Isle of Wight County,683,DEWS PLANTATION RD,Stallings Creek,"36.984992, -76.762603",Bridge,1954,N/A,7,5,6,N,No,No,10/15/2014,Yes,VDOT,60.7,17.3,78
Isle of Wight County,690,Ennis Mill Road,Ennis Pond,"36.808130, -76.683371",Bridge,1961,N/A,6,4,5,N,No,Yes,11/24/2014,Yes,VDOT,45.6,20.9,257
Isle of Wight County,691,JAMESTOWN LANE,CSX & NS Railroad,"36.682876, -76.911966",Bridge,1938,N/A,6,6,6,N,Yes,No,2/10/2014,No,VDOT,179.1,29.9,1723
Isle of Wight County,691,BUTLER FARM ROAD,Beaverdam Swamp,"36.673087, -76.909452",Bridge,1999,N/A,6,8,8,N,Yes,No,7/10/2014,No,VDOT,60,21.7,1723
Isle of Wight County,692,UZZELL CHURCH ROAD,Champion Swamp,"36.929574, -76.663974",Bridge,1951,1979,5,4,4,N,No,Yes,7/15/2014,Yes,VDOT,40.5,25.2,468
Isle of Wight County,696,696 (PRUDEN ROAD),Beaverdam Swamp,"36.723226, -76.852354",Culvert,1977,N/A,N,N,N,7,No,No,12/10/2014,No,VDOT,29,49,175
Isle of Wight County,704,RESCUE ROAD,Stream,"36.993533, -76.565299",Bridge,2004,N/A,8,8,8,N,Yes,No,11/12/2014,No,VDOT,49,32,820
Isle of Wight County,704,RESCUE ROAD,Jones Creek,"36.994322, -76.562166",Bridge,2004,N/A,8,8,8,N,No,No,11/12/2014,No,VDOT,470,34.7,820
Isle of Wight County,709,WATERWORKS RD.,Mount Holly Creek,"36.976940, -76.664706",Culvert,1945,1977,N,N,N,5,No,No,12/3/2014,No,VDOT,9,57,1447
Isle of Wight County,709,WATERWORKS RD.,Mount Holly Creek,"36.976940, -76.664706",Culvert,1977,N/A,N,N,N,5,No,No,12/3/2014,No,VDOT,9,53,1447
Isle of Wight County,1190,GATLING POINTE PKY,Branch Jones Creek,"36.985603, -76.576585",Bridge,1996,N/A,7,7,7,N,No,No,1/9/2015,No,VDOT,42,36.7,725
Isle of Wight County,0F662,FRONTAGE ROAD,Lawson Creek,*,Culvert,1973,N/A,N,N,N,7,No,No,11/20/2013,No,VDOT,11.2,58,6471
James City County,31,GLASS HOUSE FERRY,James River,"37.220920, -76.790606",Bridge,1994,1995,6,4,5,N,No,Yes,9/4/2014,Yes,VDOT,1491.1,26.6,1800
James City County,1221,Mill Pond Run,Mill Swamp,"37.431707, -76.813893",Bridge,1997,N/A,6,7,7,N,No,No,10/21/2013,No,VDOT,255.9,40.4,30
James City County,T1220,Mill Pond Run,Golf Cart Path,"37.431707, -76.813893",Culvert,1997,N/A,N,N,N,6,No,No,11/19/2013,No,VDOT,9.8,80,10
James City County,0,Two Rivers Road,Golf Cart Underpass,"37.250693, -76.853718",Culvert,1991,N/A,N,N,N,6,No,No,2/12/2013,No,VDOT,9.8,51,100
James City County,5,Rte 5,Powhatan Creek,"37.249254, -76.772739",Bridge,1937,1978,7,5,5,N,No,No,3/7/2013,No,VDOT,44,41.7,8144
James City County,5,Rte 5,Drainage Ditch,*,Culvert,1937,N/A,N,N,N,6,No,No,12/3/2011,No,VDOT,7.9,46,3213
James City County,30,Rte 30,France Swamp,"37.395452, -76.782448",Culvert,1932,1959,N,N,N,5,No,No,3/1/2013,No,VDOT,15.1,206,7579
James City County,30,Rte 30,France Swamp,"37.395452, -76.782448",Culvert,1932,1959,N,N,N,7,No,No,6/1/2011,No,VDOT,7.9,205,7579
James City County,30,Rte 30 Sbl,IS 64,"37.421246, -76.823873",Bridge,1971,N/A,6,6,6,N,No,No,4/18/2013,No,VDOT,441.9,42,3402
James City County,30,Rte 30,IS 64,"37.421110, -76.824173",Bridge,1971,N/A,7,6,6,N,No,No,4/18/2013,No,VDOT,442.9,42,3402
James City County,30,Rtes 30 & 607,IS 64,"37.385100, -76.762702",Bridge,1979,N/A,6,6,5,N,No,No,4/24/2013,No,VDOT,320.9,52,5328
James City County,30,Rte 30 & 607 Sbl,IS 64,"37.385100, -76.762702",Bridge,1979,N/A,6,5,6,N,No,No,4/24/2013,No,VDOT,320.9,52,5328
James City County,31,Rte 31,Powhatan Creek,"37.237321, -76.768266",Bridge,1957,N/A,5,5,4,N,No,Yes,10/29/2014,No,VDOT,55.1,33.1,7906
James City County,31,Jamestown Road,Lake Powell,"37.238062, -76.747129",Bridge,1999,N/A,7,7,8,N,No,No,1/21/2014,No,VDOT,61,44,9936
James City County,60,ROUTE US 60,Trib Edwards Swamp,*,Culvert,1932,N/A,N,N,N,6,No,No,11/2/2011,No,VDOT,7.9,165,6438
James City County,60,ROUTE 0060,Mill Creek,*,Culvert,1932,N/A,N,N,N,6,No,No,11/2/2011,No,VDOT,7.9,178,6438
James City County,60,ROUTE 0060,Trib Edwards Swamp,"37.404815, -76.846556",Culvert,1932,N/A,N,N,N,6,No,No,11/2/2011,No,VDOT,7.9,138,6438
James City County,60,ROUTE 0060,Trib Edwards Swamp,"37.404815, -76.846556",Culvert,1932,N/A,N,N,N,6,No,No,11/2/2011,No,VDOT,7.9,148,6438
James City County,60,ROUTE 0060,Trib Diascund Creek,*,Culvert,1932,N/A,N,N,N,7,No,No,11/3/2011,No,VDOT,7.9,157,6438
James City County,60,Rte 60,Trib Edwards Swamp,"37.404815, -76.846556",Culvert,1932,N/A,N,N,N,7,No,No,11/2/2011,No,VDOT,19,180,6438
James City County,60,ROUTE 0060,Trib Diascund Creek,*,Culvert,1932,N/A,N,N,N,7,No,No,11/3/2011,No,VDOT,7.9,128,6438
James City County,60,Rte 60 Ebl,C&O Railroad @ Toano,"37.385059, -76.805621",Bridge,1964,N/A,6,5,5,N,Yes,No,4/8/2013,No,VDOT,187,33,6641
James City County,60,Rte 60 Wbl,C&O Railroad @ Toano,"37.385059, -76.805621",Bridge,1968,N/A,6,5,5,N,Yes,No,4/8/2013,No,VDOT,187,33,6641
James City County,64,Rte 64,Branch Skimino Creek,"37.351050, -76.760684",Culvert,1932,1979,N,N,N,5,No,No,8/2/2013,No,VDOT,28,347,61892
James City County,64,Rte 64 Wbl,Ac Rd & RR @ Weapons Sta,"37.224058, -76.614261",Bridge,1965,1982,7,5,6,N,Yes,No,2/7/2014,No,VDOT,247,42.7,36000
James City County,64,Rte 64 Ebl,Ac Rd & RR @ Weapons Sta,"37.224058, -76.614261",Bridge,1965,1982,7,5,6,N,No,No,2/7/2014,No,VDOT,266.1,42.7,28000
James City County,64,Rte 64,Skiffs Creek,"37.215029, -76.592245",Culvert,1965,N/A,N,N,N,5,No,No,1/16/2014,No,VDOT,28.9,238,75964
James City County,64,WBL ROUTE 64,France Swamp,"37.401667, -76.780623",Culvert,1975,N/A,N,N,N,6,No,No,11/13/2014,No,VDOT,7.9,235,23500
James City County,64,EBL ROUTE 64,France Swamp,"37.401002, -76.780902",Culvert,1975,N/A,N,N,N,5,No,No,11/13/2014,No,VDOT,7.9,191,27447
James City County,64,EBL ROUTE 0064,France Swamp,"37.409744, -76.794100",Culvert,1975,N/A,N,N,N,6,No,No,11/20/2013,No,VDOT,28.9,134,27447
James City County,64,Rte 64 Wbl,France Swamp,"37.410598, -76.793519",Culvert,1975,N/A,N,N,N,6,No,No,11/20/2013,No,VDOT,28.9,139,22000
James City County,64,WBL Route 0064,France Swamp,"37.409744, -76.794100",Culvert,1975,N/A,N,N,N,6,No,No,11/13/2014,No,VDOT,15.1,187,22000
James City County,64,Rte 64 Ebl,France Swamp,"37.409744, -76.794100",Culvert,1975,N/A,N,N,N,5,No,No,8/14/2013,No,VDOT,15.1,180,27447
James City County,64,Rte 64 Eb,Route 600,"37.413209, -76.801077",Bridge,1975,N/A,6,5,6,N,No,No,5/17/2013,No,VDOT,144,44,27447
James City County,64,Rte 64 Wb,Route 600,"37.414283, -76.801141",Bridge,1975,N/A,6,5,5,N,No,No,5/15/2013,No,VDOT,166,44,22000
James City County,143,Rte 143,Skiffs Creek,"37.213145, -76.591588",Culvert,1937,1982,N,N,N,5,No,No,8/21/2014,No,VDOT,15.1,56,16313
James City County,199,ROUTE 199,Tutters Creek,*,Culvert,1975,1981,N,N,N,5,No,No,10/17/2014,No,VDOT,132,132,33043
James City County,199,Rte 199 Wb,Tour Road,"37.248975, -76.698349",Bridge,1976,N/A,6,7,7,N,Yes,No,2/15/2013,No,VDOT,91.9,42,16521
James City County,199,Rte 199 Wbl,Colonial Pkwy,"37.248719, -76.700236",Bridge,1976,N/A,6,6,6,N,Yes,No,2/14/2013,No,VDOT,148.1,43.6,16521
James City County,199,Rte 199 Eb,Tour Road,"37.248975, -76.698349",Bridge,1976,N/A,6,6,6,N,Yes,No,2/15/2013,No,VDOT,91.9,42,16521
James City County,199,Rte 199,College Creek,"37.248121, -76.711415",Bridge,1976,N/A,5,5,5,N,No,No,6/24/2013,No,VDOT,753.9,42,16047
James City County,199,Rte 199 Eb,Colonial Pkwy,"37.248719, -76.700236",Bridge,1976,N/A,6,6,6,N,No,No,2/14/2013,No,VDOT,148.1,43.6,16521
James City County,199,Rte 199 Sbl,"Route 60, 603 & CSX RR","37.336559, -76.750412",Bridge,1995,N/A,6,7,7,N,Yes,No,2/5/2014,No,VDOT,691.9,57.4,10000
James City County,199,Rte 199 Nbl,"Route 60, 603 & CSX RR","37.336559, -76.750412",Bridge,1995,N/A,6,7,7,N,No,No,2/5/2014,No,VDOT,691.9,57.4,10000
James City County,199,Rte 199 Sb,Monticello Ave,"37.273328, -76.752206",Bridge,1999,N/A,7,7,7,N,Yes,No,9/6/2013,No,VDOT,183.1,44.6,7500
James City County,199,Rte 199,Stream,*,Culvert,1999,N/A,N,N,N,7,No,No,3/1/2013,No,VDOT,32.2,182,1500
James City County,199,Rte 199,Branch,*,Culvert,1999,N/A,N,N,N,6,No,No,8/9/2013,No,VDOT,42,301,15000
James City County,199,Rte 199,Branch,*,Culvert,1999,N/A,N,N,N,6,No,No,8/5/2013,No,VDOT,32.2,200,15000
James City County,199,Rte 199 Nb,Monticello Ave,"37.273328, -76.752206",Bridge,1999,N/A,7,7,7,N,No,No,9/6/2013,No,VDOT,184.1,44.6,12000
James City County,199,Rte199,Branch,*,Culvert,1999,N/A,N,N,N,6,No,No,7/10/2013,No,VDOT,43,153,15000
James City County,199,Rte199,Branch,*,Culvert,1999,N/A,N,N,N,6,No,No,8/9/2013,No,VDOT,23,214,20433
James City County,199,Rte 199,Branch,*,Culvert,1999,N/A,N,N,N,5,No,No,7/11/2013,No,VDOT,41,206,15000
James City County,199,Rte 199 Ebl,College Creek,"37.248121, -76.711415",Bridge,2004,N/A,6,7,7,N,No,No,6/24/2013,No,VDOT,837.9,41.7,10000
James City County,321,Rte 321,Powhatan Creek,"37.249241, -76.772814",Bridge,2001,N/A,6,7,6,N,No,No,12/13/2013,No,VDOT,764.1,43.3,1000
James City County,321,Rte 321,Shellbank Creek,"37.255240, -76.812408",Culvert,2001,N/A,N,N,N,7,No,No,7/17/2014,No,VDOT,50,99,2000
James City County,321,MONTICELLO ROAD,Golf Cart Path,"37.264524, -76.801073",Culvert,2008,N/A,N,N,N,7,No,No,6/6/2013,No,VDOT,15.1,78,500
James City County,321,CENTERVILLE ROAD,Golf Cart Path,"37.294350, -76.788540",Culvert,2008,N/A,N,N,N,7,No,No,6/6/2013,No,VDOT,15.1,78,300
James City County,601,Rte 601,Diascund Creek,*,Bridge,1932,1974,5,5,5,N,Yes,No,8/28/2014,Yes,VDOT,61,13.8,643
James City County,601,Rte 601,IS 64,"37.426320, -76.836318",Bridge,1971,N/A,6,6,6,N,No,No,6/13/2013,No,VDOT,411.1,30.8,1161
James City County,602,FENTON MILL ROAD,Skimino Creek,"37.370065, -76.742765",Culvert,1973,N/A,N,N,N,7,No,No,5/13/2014,No,VDOT,17.1,61,3269
James City County,603,Rte 603,Edwards Swamp,"37.390228, -76.868860",Culvert,1949,N/A,N,N,N,6,No,No,12/3/2011,No,VDOT,19,30,677
James City County,603,RTe 603,Diascund Creek,"37.431172, -76.902425",Culvert,1961,N/A,N,N,N,6,No,No,12/3/2011,No,VDOT,7.9,51,677
James City County,607,Rte 607,CSX Railroad,"37.376397, -76.773781",Bridge,1979,N/A,6,6,5,N,No,No,3/1/2013,No,VDOT,157.2,37.7,7848
James City County,608,Rte 608,France Swamp,"37.402975, -76.781308",Culvert,1975,N/A,N,N,N,7,No,No,8/1/2012,No,VDOT,15.1,73,43
James City County,608,MOUNT LAUREL ROAD,France Swamp,"37.403919, -76.782661",Culvert,1975,N/A,N,N,N,6,No,No,3/13/2014,No,VDOT,7.9,101,43
James City County,608,Rte 608,France Swamp,"37.402859, -76.780995",Culvert,1975,N/A,N,N,N,6,No,No,8/21/2014,No,VDOT,28.9,65,43
James City County,612,Rte 612,Longhill Swamp,"37.314375, -76.763913",Culvert,1972,N/A,N,N,N,6,No,No,6/1/2011,No,VDOT,15.1,46,17890
James City County,612,Rte 612,Longhill Swamp,"37.314375, -76.763913",Culvert,1972,N/A,N,N,N,6,No,No,6/1/2011,No,VDOT,15.1,46,7316
James City County,612,Longhill Road,Chisel Run,"37.300076, -76.747601",Culvert,1999,N/A,N,N,N,6,No,No,8/5/2013,No,VDOT,49.9,259,17890
James City County,612,Rte 612,Route 199,"37.299031, -76.745489",Bridge,1999,N/A,6,7,6,N,No,No,7/19/2013,No,VDOT,234.9,113.5,17890
James City County,613,Rte 613,Powhatan Swamp,"37.278620, -76.788258",Culvert,1974,N/A,N,N,N,6,No,No,4/1/2014,No,VDOT,48,48,3347
James City County,622,Stewart Road,Branch Diascund Creek,"37.440986, -76.868633",Bridge,1937,1997,6,7,7,N,Yes,No,3/6/2013,No,VDOT,36.1,16.4,681
James City County,622,STEWART ROAD,Diascund Creek,"37.440892, -76.868620",Bridge,1937,1997,6,7,6,N,Yes,No,4/3/2013,No,VDOT,70.9,17.1,681
James City County,629,Hickory Signpost Rd,Mill Creek,"37.245364, -76.754055",Bridge,1932,1997,6,8,6,N,Yes,No,4/2/2014,Yes,VDOT,40,20,619
James City County,633,JOLLY POND ROAD,JOLLY POND - SPILLWAY,"37.297024, -76.819281",Bridge,1982,N/A,7,7,5,N,No,No,7/10/2014,No,County,35.1,20,47
James City County,633,JOLLY POND ROAD,JOLLY POND,"37.295725, -76.819639",Bridge,1985,N/A,5,5,6,N,Yes,No,7/10/2014,No,County,13.1,18.4,47
James City County,646,Rte 646,Skimino Creek,"37.365948, -76.715315",Culvert,1976,N/A,N,N,N,7,No,No,12/2/2014,No,VDOT,27.9,51,1191
James City County,658,Rte 658,Route 199,"37.310927, -76.747378",Bridge,1999,N/A,6,7,6,N,No,No,7/19/2013,No,VDOT,237.9,43.3,8231
Newport News,0,Oyster Point Road,Stream,*,Culvert,1990,N/A,N,N,N,6,No,No,1/4/2013,No,VDOT,9.8,245,49551
Newport News,17,Jefferson Ave.,Government Ditch,*,Culvert,1966,N/A,N,N,N,6,No,No,12/13/2013,No,City,34.1,136,38701
Newport News,60,WARWICK BLVD.,Government Ditch,*,Culvert,1931,N/A,N,N,N,5,No,No,12/13/2013,No,City,34.1,152,35788
Newport News,64,Rte 64,Stream,*,Culvert,1965,N/A,N,N,N,6,No,No,3/21/2011,No,VDOT,11.2,223,132236
Newport News,664,IS 664 SBL MMMBT,James River,"36.955629, -76.409047",Bridge,1990,N/A,6,5,6,N,No,No,7/8/2013,No,VDOT,16636.5,43.8,27301
Newport News,664,IS 664 NBL MMMBT,James River,"36.956478, -76.409144",Bridge,1990,N/A,6,6,5,N,No,No,7/21/2014,No,VDOT,16685,44,18000
Newport News,664,664 On Ramp C,Terminal Ave,"36.966802, -76.415511",Bridge,1990,N/A,6,6,7,N,No,No,8/29/2014,No,VDOT,748,33.8,875
Newport News,664,Rte 664 Nbl,Boat Harbor,"36.968166, -76.415728",Bridge,1990,N/A,6,6,7,N,No,No,11/14/2014,No,VDOT,808.1,33.8,1500
Newport News,664,Ramp to 664 Sbl,Terminal Ave,"36.968260, -76.416543",Bridge,1990,N/A,7,7,6,N,Yes,No,3/14/2014,No,VDOT,502,33.8,1500
Newport News,664,664 NBL Ramp A,IS 664 Ramp AB,"36.971723, -76.417037",Bridge,1990,N/A,6,6,6,N,Yes,No,11/5/2014,No,VDOT,546.9,33.8,3700
Newport News,664,Rte 664,Terminal Ave & Boat Harb,"36.976746, -76.422262",Bridge,1990,N/A,6,5,5,N,No,No,11/25/2014,No,VDOT,6144,90.6,36000
Newport News,664,Rte 664 Sbl,Harbor Access Road,"36.977021, -76.422858",Bridge,1990,N/A,6,6,7,N,No,No,9/16/2014,No,VDOT,461.9,44.3,9000
Newport News,664,664 SBL Ramp H,CSX RR & 664 SBL Ramp G,"36.978379, -76.426125",Bridge,1996,N/A,6,7,6,N,No,No,5/8/2013,No,VDOT,585,33,6000
Newport News,0,23rd and 25th St,"IS 664, Route 60 and CSX","36.979512, -76.423476",Bridge,1988,N/A,6,6,6,N,Yes,No,5/8/2013,No,VDOT,1104,39.7,6000
Newport News,0,26th Street,"IS 664, Route 60 & CSX","36.980435, -76.424910",Bridge,1987,N/A,7,7,5,N,Yes,No,10/15/2013,No,VDOT,1102,39.1,9800
Newport News,664,664 SBL Ramp G,"IS 664 & Ramps B, E & P","36.980516, -76.423367",Bridge,1988,N/A,7,7,6,N,Yes,No,10/17/2013,No,VDOT,593,42.8,10000
Newport News,664,Ramp E,IS 664,"36.980516, -76.423367",Bridge,1988,N/A,6,7,6,N,No,No,5/9/2013,No,VDOT,348,33,6000
Newport News,664,I-664 SBL Off-Ramp,IS 664 & Ramps C & E,"36.980516, -76.423367",Bridge,1988,N/A,7,7,6,N,No,No,10/17/2013,No,VDOT,416,33.1,6000
Newport News,664,I-664 SB Off-Ramp (,IS 664 Ramp P & CSX RR,"36.980516, -76.423367",Bridge,1988,N/A,7,7,6,N,No,No,10/16/2013,No,VDOT,496,33.8,10000
Newport News,664,664 SBL Ramp K,IS 664 SBL Ramp P,"36.980516, -76.423367",Bridge,1996,N/A,6,6,7,N,No,No,5/9/2013,No,VDOT,358,37.1,9051
Newport News,664,664 SBL Ramp M,IS 664 SBL Ramp P,"36.980688, -76.423570",Bridge,1996,N/A,6,6,6,N,No,No,5/10/2013,No,VDOT,388,33,9051
Newport News,0,28th Street,"IS 664, Route 60 & CSX","36.981751, -76.426169",Bridge,1980,N/A,6,6,6,N,Yes,No,3/5/2013,No,VDOT,1017.1,68.9,7110
Newport News,0,16TH STREET,SALTERS CREEK,"36.982744, -76.397226",Bridge,1993,N/A,7,7,7,N,No,No,8/20/2013,No,City,121.1,52.8,3566
Newport News,0,20TH STREET,SALTERS CREEK,"36.985133, -76.399079",Bridge,1997,N/A,7,7,8,N,No,No,7/25/2014,No,City,62,57.4,1200
Newport News,664,664 SBL Ramp N,35th Street,"36.985736, -76.430346",Bridge,1996,N/A,7,6,6,N,No,No,5/30/2013,No,VDOT,301,33.1,9051
Newport News,0,34th St WBL,"IS 664, Route 60 CSX","36.986238, -76.427311",Bridge,1988,N/A,6,7,6,N,Yes,No,5/6/2013,No,VDOT,1198,33.5,2500
Newport News,0,34th St EBL,"IS 664, Route 60 & CSX","36.986238, -76.427311",Bridge,1988,N/A,6,7,6,N,Yes,No,5/3/2013,No,VDOT,1195,59.4,9051
Newport News,0,WASHINGTON AVE.,NNS & DD (PRIVATE) RWY,"36.988130, -76.434478",Bridge,1946,N/A,5,5,5,N,Yes,No,9/24/2014,Yes,City,37.1,81.4,6761
Newport News,351,39th Street,Rt. 60 & CSX Railway,"36.988418, -76.431511",Bridge,2001,N/A,7,7,7,N,No,No,10/28/2013,No,City,1807.1,42.7,3921
Newport News,0,HUNTINGTON AVE.,NNS&DD (PRIVATE) R/R,"36.988927, -76.432514",Bridge,1899,N/A,6,5,6,N,Yes,No,2/20/2013,No,City,56.1,68.9,112604
