STATE,ORIG_LABEL,MAP_SYM1,MAP_SYM2,UNIT_LINK,PROV_NO,PROVINCE,UNIT_NAME,UNIT_AGE,UNITDESC,STRAT_UNIT,UNIT_COM,MAP_REF,ROCKTYPE1,ROCKTYPE2,ROCKTYPE3,UNIT_REF
VA,DSz,DSz,DSz;0,VADSz;0,0,,Lower Devonian and Silurian Formations Undivided,Silurian-Devonian,"Lower Devonian and Silurian Formations Undivided - Some landslides with intact stratigraphic units in Craig County area.  Includes: Dsu, Skrt, Sm. (Shrc?)",,Undivided; Appalachian Plateaus and Valley and Ridge,VA003,sandstone,limestone,shale,VA001 VA003
VA,Dx,Dx,Dx;0,VADx;0,0,,"Millboro Shale, Huntersville Chert, and Rocky Gap Sandstone",Devonian,"Millboro Shale, Huntersville Chert, and Rocky Gap Sandstone - Black, fissile shale; chert; and calcareous sandstone",,"Appalachian Plateaus and Valley and Ridge.From expanded explanation (ref. VA002):Millboro Shale, Huntersville Chert, and Rocky Gap Sandstone.Millboro Shale. Refer to previous description under Dmn.Huntersville Chert (Price, 1929). Chert, white, thin-bedded, iron-stained, blocky, fossiliferous with cherty, glauconitic sandstone and greenish-gray shale. The Huntersville Chert ranges from 10 to 60 feet in thickness (Bartlett and Webb, 1971). Butts (1940, p. 303) states, ""The Onondaga [Huntersville Chert] persists to Mendota, Washington County, but 10 miles farther southwest.... it is absent in a fully exposed section"". The Huntersville correlates with the Needmore Formation to the northeast and the upper part of the Wildcat Valley Sandstone in Lee County. Rocky Gap Sandstone (Swartz, 1929). Sandstone, medium- to light-gray, weathers dark-yellowish-orange, coarse-grained, scattered, thin, quartz-pebble conglomerate beds, arenaceous chert in upper ten feet, calcite cement, friable when weathered. Thickness ranges from 0 near McCall Gap, Washington County to about 85 feet in Bland and Giles counties.Equivalent in part to the Wildcat Valley Sandstone of Lee County and the Ridgeley (Oriskany) Sandstone and Helderberg Group north of Craig County. The lower contactis disconformable. The upper contact with the Huntersville Chert appears to be conformable.",VA003,black shale,chert,sandstone,VA001 VA003
VA,fbgr,fbgr,fbgr;0,VAfbgr;0,0,,Foliated Biotite Granite,Proterozoic,Foliated biotite granite,,"Central Virginia Volcanic-Plutonic BeltFrom expanded explanation (ref. VA002):Foliated biotite granite. Leucocratic to mesocratic, medium-grained, equigranular, crudely-layered; includes hornblende-biotite granite and, monzogranite. Geophysical signature: strong positive radiometric signature; negative magnetic signature.",VA003,granite,,,VA001VA002 VA003
VA,fcm,fcm,fcm;0,VAfcm;0,0,,Fine Creek Mills Granite,Proterozoic,Fine Creek Mills granite - Granite,,"Eastern PiedmontFrom expanded explanation (ref. VA002):Fine Creek Mills granite (Poland, 1976; Reilly, 1980). Light-gray, medium- to coarse-grained, homogenous, foliated, flow-banded granite. Mineralogy: microcline + plagioclase + quartz + biotite; accessory minerals include apatite, garnet, fluorite, and zircon. The Fine Creek Mills intrudes the State Farm Gneiss (Ysf).",VA003,granite,,,VA001 VA002VA003
VA,fg,fg,fg;0,VAfg;0,0,,Gneissic Granite and Granodiorite,Proterozoic,Gneissic granite and granodiorite,,"Southeastern PiedmontFrom expanded explanation (ref. VA002):Gneissic granite and granodiorite. Light-gray to white, fine- to medium-grained, massive to foliated, muscovite-biotite gneissic granite to granodiorite containing minor garnet, andxenoliths of biotite gneiss and amphibolite. Several different intrusive phases are present.",VA003,granite,granodiorite,,VA001 VA002VA003
VA,fgb,fgb,fgb;0,VAfgb;0,0,,Biotite Granite Gneiss,Proterozoic,Biotite granite gneiss,,"Central PiedmontFrom expanded explanation (ref. VA002):Biotite granite gneiss. Light-gray, medium-grained, equigranular, broadly-layered, locally migmatitic. Mineralogy: quartz + plagioclase + microcline + biotite + muscovite + hornblende; apatite and zircon are accessory minerals. Geophysical signature: diffuse pattern of positive radiometric anomalies.",VA003,granitic gneiss,,,VA001 VA002VA003
VA,fr,fr,fr;0,VAfr;0,0,,Flat Rock Granite,Proterozoic,Flat Rock granite - Granite,,"Eastern PiedmontFrom expanded explanation (ref. VA002):Flat Rock granite (Reilly, 1980). Light-gray, medium to coarse-grained, homogenous, foliated granite. Mineralogy: microcline + plagioclase + quartz + biotite; accessory minerals include garnet, apatite, fluorite, and zircon. The Flat Rock intrudes the State Farm Gneiss (Ysf).",VA003,granite,,,VA001VA002 VA003
VA,g,g,g;0,VAg;0,0,,Granite,Proterozoic,Granite,,"Southeastern PiedmontFrom expanded explanation (ref. VA002):Granite. Light-gray to pink, fine- to medium-grained granite and granodiorite; zoned plagioclase crystals with epidotized and saussuritized cores are characteristic. Thegranite contains xenoliths of mafic volcanic rocks near its margins. The granite intrudes volcanic rocks east of the Hollister fault zone southeast of Petersburg. Samples from the quarry at Skippers were dated by Rb-Sr whole-rock methods (Bottino and Fullagar, 1968); these data show considerable scatter, implying age of crystallization ranging from 460 Ma to as old as 690 Ma. This unit was shown as Petersburg Granite on the 1963 Geologic Map of Virginia, but field relations, petrology, and the apparent age indicate that it is a separate pluton.",VA003,granite,granodiorite,,VA001 VA002VA003
VA,ga,ga,ga;0,VAga;0,0,,Hornblende-plagioclase Gabbro,Proterozoic,"Hornblende Gabbro in Carolina Slate Belt; Hornblende-Plagioclase Gabbro in Central Virginia Volcanic-Plutonic Belt; Gabbro, Hornblendite and Norite in Central Piedmont",,"Carolina Slate Belt; Central Virginia Volcanic-Plutonic Belt; Central Piedmont.From expanded explanation (ref. VA002):Hornblende-plagioclase gabbro. Dark-grayish-green, coarse- to medium-grained, massive to foliated metagabbro. Mineralogy: amphibole + plagioclase + clinopyroxene + quartz + biotite + muscovite + epidote ñ magnetite. Geophysical signature: small circular positive magnetic anomalies. Plutons of these gabbros intrude interlayered mafic and felsic metavolcanic rocks.",VA003,gabbro,norite,,VA003VA002
VA,gn,gn,gn;0,VAgn;0,0,,Gneiss,Proterozoic,Gneiss as exotic blocks within melange units,,Western Piedmont,VA003,gneiss,,,VA001 VA003
VA,gns,gns,gns;0,VAgns;0,0,,Gneiss and Schist,Proterozoic,Gneiss and schist.,,"Southeastern PiedmontFrom expanded explanation (ref. VA002):Gneiss and schist. Includes graphite schist; garnet staurolite- biotite-sericite schist containing kyanite, sillimanite, and less commonly muscovite; garnet-biotite gneiss; biotite muscovite gneiss; phyllonite; and, mylonitic to ultramylonitic garnet-muscovite-biotite gneiss. This unit may correlate with biotite gneiss and schist (rbg), and with Raleigh belt rocks of North Carolina (Geologic Map of North Carolina, 1985; Stoddard and others, 1991 and references therein).",VA003,gneiss,schist,,VA001 VA002VA003
VA,gr,gr,gr;0,VAgr;0,0,,Granitoid Rocks,Proterozoic,Granitoid blocks as exotic blocks within melange units,,Western Piedmont,VA003,granitoid,,,VA001 VA003
VA,grb,grb,grb;0,VAgrb;0,0,,Biotite Granite,Proterozoic,Biotite granite,,"Central Virginia Volcanic-Plutonic BeltFrom expanded explanation (ref. VA002):Biotite granite. Gray to white, medium-grained, massive to layered granite and granite gneiss range in composition from granite to quartz diorite. Quartz diorite dikes and sillsare locally abundant. Mineralogy: quartz + potassium feldspar + plagioclase + biotite + epidote + muscovite ñ clinopyroxene + hornblende. This unit intrudes biotite gneiss unit (Cbg).",VA003,granite,,,VA001VA002 VA003
VA,grbi,grbi,grbi;0,VAgrbi;0,0,,Biotite Granite,Proterozoic,Biotite granite,,"Carolina Slate Belt.From expanded explanation (ref. VA002):Biotite granite. Light-gray, medium-grained, equigranular, broadly-layered, locally migmatitic, foliated. Mineralogy: quartz + plagioclase + microcline + biotite + muscovite ñ hornblende + apatite + zircon.	",VA003,granite,,,VA001 VA002VA003
VA,grc,grc,grc;0,VAgrc;0,0,,Carysbrook Pluton,Proterozoic,Carysbrook pluton - Granite.,,"Central Virginia Volcanic-Plutonic BeltFrom expanded explanation (ref. VA002):Carysbrook pluton. Light-gray, medium- to coarse grained, massive to indistinctly foliated biotite granite. Mineralogy: quartz + potassium feldspar + plagioclase + biotite + chlorite + muscovite + epidote. Geophysical signature: diffuse pattern of elevated radiometric anomalies. Although Smith and others (1964) included the Carysbrook pluton in a granodiorite unit with granitoid rocks in the vicinity of Columbia, Stose and Stose (1948) recognized that the granite at Carysbrook was different in texture andcomposition from the granodiorite at Columbia. Our mapping affirms that these are separate plutons. The Carysbrook is unconformably overlain by the Arvonia Formation; this relation is well-exposed in an abandoned railroad cut south of Carysbrook (Smith and others, 1964). The pluton intrudes the Chopawamsic Formation.",VA003,granite,,,VA001 VA002VA003
VA,grp,grp,grp;0,VAgrp;0,0,,Porphyritic Granite,Proterozoic,Porphyritic granite,,"Carolina Slate BeltFrom expanded explanation (ref. VA002):Porphyritic granite. Light-gray to pink, medium to coarse-grained, coarse granular texture common; locally pegmatitic. Mineralogy: quartz + porphyroblastic microcline + biotite + muscovite ñ epidote ñ titanite ñ opaque minerals.",VA003,granite,,,VA001VA002 VA003
VA,grpo,grpo,grpo;0,VAgrpo;0,0,,Porphyritic Granite,Proterozoic,Porphyritic granite,,"Central PiedmontFrom expanded explanation (ref. VA002):Porphyritic granite. Pink to white, medium- to very coarse- grained; mineralogy includes quartz, microcline porphyroblasts, plagioclase, muscovite, and minor biotite. This rock intrudes migmatitic paragneiss (mpg) southeast of Farmville Mesozoic basin.",VA003,granite,,,VA001 VA002VA003
VA,grt,grt,grt;0,VAgrt;0,0,,Metatonalite,Proterozoic,Metatonalite,,"Carolina Slate BeltFrom expanded explanation (ref. VA002):Metatonalite. White to light-gray, medium- to coarse-grained, faintly foliated, locally porphyritic; ranges from granodiorite to quartz diorite. Mineralogy: quartz + plagioclase + biotite + microcline. This unit includes the Vance pluton of Horton and others (1993), dated at 571ñ17 Ma (U-Pb zircon; LeHuray, 1989).",VA003,tonalite,granodiorite,quartz diorite,VA001 VA002VA003
VA,gs,gs,gs;0,VAgs;0,0,,Actinolite Schist Metabasalt,Proterozoic,Actinolite schist metabasalt,,"Western Piedmont, Southwest and Central.From expanded explanation (ref. VA002):Actinolite schist metabasalt. Dark-green, variably schistose chlorite-actinolite-epidote greenstone metabasalt, amygdaloidal in part; massive yellowish-green epidosite segregations common.",VA003,meta-basalt,,,VA001 VA002VA003
VA,Jb,Jb,Jb;0,VAJb;0,0,,Newark Supergroup; Jurassic Basalt,Lower Jurassic,basalt,,"Newark Supergroup; Mesozoic BasinsFrom expanded explanation (ref. VA002):Basalt . Fine- to medium-crystalline, equigranular, porphyritic, vesicular, or amygdaloidal; medium- to dark-gray subophitic intergrowths of plagioclase laths and clinopyroxene with amygdules of calcite, zeolites, and prehnite. Occurs only in the Culpeper basin as three principle basalt flows separated by sedimentary rocks.",VA003,basalt,,,VA001VA002 VA003
VA,Jc,Jc,Jc;0,VAJc;0,0,,Newark Supergroup; Jurassic Conglomerate,Lower Jurassic,Conglomerate,,"Newark Supergroup; Mesozoic BasinsFrom expanded explanation (ref. VA002):Conglomerate. Rounded pebbles, cobbles, and boulders of quartz, gneiss, schist, basalt, minor greenstone, and marble in a matrix of medium- to very-coarse-grained, reddish-brown to light-gray sandstone. Occurs only in the Culpeper basin.",VA003,conglomerate,,,VA001 VA002VA003
VA,Jd,Jd,Jd;0,VAJd;0,0,,Diabase,Jurassic,Diabase,,"Coastal Plain.From expanded explanation (ref. VA002):Diabase (Lower Jurassic). Fine- to coarsely-crystalline, subaphanitic or porphyritic with aphanitic margins; dark-gray mosaic of plagioclase laths and clinopyroxene, with somemasses characterized by olivine or bronzite, others granophyric. Also occurs as dikes and sills in the Valley and Ridge, Piedmont, and Blue Ridge physiographic provinces.",VA003,diabase,,,VA001VA002 VA003
VA,Jsh,Jsh,Jsh;0,VAJsh;0,0,,Newark Supergroup; Jurassic Siltstone and Shale,Jurassic,Interbedded siltstone and shale,,"Newark Supergroup; Mesozoic BasinsFrom expanded explanation (ref. VA002):Siltstone and shale. Interbedded reddish-brown siltstone and reddish-brown, greenish-gray, dark-gray, fossiliferous shale. Occurs only in the Culpeper basin.	",VA003,shale,siltstone,,VA001 VA002VA003
VA,Jss,Jss,Jss;0,VAJss;0,0,,Newark Supergroup; Jurassic Interbedded Sandstone and Siltstone,Lower Jurassic,Interbedded sandstone and siltstone,,"Newark Supergroup; Mesozoic BasinsFrom expanded explanation (ref. VA002):Sandstone and siltstone. Interbedded fine- to coarse grained, pebbly, reddish-brown, and arkosic sandstone and reddish-brown siltstone; rhythmically interbedded with siltstone and shale unit (sh). Occurs only in the Culpeper basin.",VA003,sandstone,siltstone,,VA001 VA002VA003
VA,basalt,JTbasalt,JTbasalt;0,VAJTbasalt;0,0,,Valley and Ridge Igneous Intrusions; Basalt,Jurassic-Tertiary,"Valley and Ridge Igneous Intrusions; b: Basalt - Dikes in Augusta and Rockingham Counties: nepheline syenite, teschenite-syenite, and teschenite-picrite.  Igneous bodies in Highland County: andesite and basalt.",,"Appalachian Plateaus and Valley and RidgeFrom expanded explanation (ref. VA002):Basalt (Mole Hill, Rockingham County, Brent, 1960), labradorite, augite, olivine, magnetite, serpentine, chlorite, dolomite, epidote(?). Radiometric age: 47ñ 1 Ma (Eocene, Wampler and Dooley, 1975). Dikes in Highland and adjacent counties are of three types: Mafic rocks, felsic rocks, and breccia. Mafic rocks are dark gray to black and range from aphanitic to porphyritic in texture. Phenocrysts include plagioclase, clinopyroxene and,occasionally, olivine and biotite. Amygdules may be present, and xenoliths of country rock are common. Felsic rocks are mineralogically variable and texturally complex.They are light to medium-gray when fresh and are generally porphyritic with phenocrysts of plagioclase, biotite, hornblende, orthopyroxene, and orthoclase. Breccia (or ""diatreme"") contain abundant xenoliths of older igneous rock, sedimentary county rock, and xenocrysts of various minerals. Radiometric dates for some of the intrusive rocks are Eocene in age (Fuller and Bottino, 1969). Field relationships of other bodies suggest Mesozoic emplacement. Alkalic intrusive rocks, including nepheline-syenite, teschenite-syenite, and teschenite-picrite occur in Augusta County (Rader, 1967).Diabase dikes occur in several counties and are shown in red on the map.",VA003,basalt,andesite,,VA001VA002 VA003
VA,p,JTp,JTp;0,VAJTp;0,0,,Valley and Ridge Igneous Intrusions; Peridotite,Jurassic-Tertiary,"Valley and Ridge Igneous Intrusions; p: Peridotite - Dikes in Augusta and Rockingham Counties: nepheline syenite, teschenite-syenite, and teschenite-picrite.  Igneous bodies in Highland County: andesite and basalt.",,"Appalachian Plateaus and Valley and Ridge. From expanded explanation (ref. VA002):Peridotite (Warren County, Rader and Biggs, 1976), chlorite, phlogopite, hydrobiotite pseudomorphs after olivine and pyroxene, pyrite, perovskite partly altered to leucoxene, apatite, dolomite, ilmenite, magnetite, epidote, and garnet. Kimberlite (Rockbridge County, Sears and Gilbert, 1973; Spencer, 1968), altered matrix montmorillonite, vermiculite, and chlorite; separated crystals Cr-rich spinel, clinopyroxene, garnet, ilmenite, rutile, anatase, zircon, and amphibole.",VA003,peridotite,syenite,,VA001 VA002VA003
VA,Kp,Kp,Kp;0,VAKp;0,0,,Potomac Formation,Cretaceous,"Potomac Formation - Pebbly, poorly sorted quartzo-feldspathic sand interbedded with sandy clay and silt; minor organic-rich clay and silt",,"Coastal PlainFrom expanded explanation (ref. VA002):Potomac Formation (Lower and Upper(?) Cretaceous, McGee, 1886). Light-gray to pinkish- and greenish-gray quartzo-feldspathic sand, fine- to coarse-grained, pebbly, poorly sorted, commonly thick-bedded and trough cross-bedded. Sand is interbedded with gray to green, massive to thick-bedded sandy clay and silt, commonly mottled red or reddish-brown. Includes lesser amounts of clay-clast conglomerate and thin-beddedto laminated, carbonaceous clay and silt. In the inner Coastal Plain, unit was deposited mainly in fluvial-deltaic environments, intertongues eastward with thin glauconitic sands of shallow-shelf origin. Spore and pollen assemblages and leaf impressions of ferns and cycads indicate an Early Cretaceous age (Doyle and Robbins, 1977). In some downdipareas, uppermost part of unit may be of earliest Late Cretaceous age. Thickness ranges from a feather-edge at western limit of outcrop to more than 3500 feet in subsurface ofoutermost Coastal Plain.",VA003,sand,clay or mud,silt,VA001VA002 VA003
VA,ks,ks,ks;0,VAks;0,0,,Kyanite Schist,Proterozoic,Kyanite schist,,"Central PiedmontFrom expanded explanation (ref. VA002):Kyanite schist. Light-gray to grayish-brown, medium to coarse-grained, kyanite-quartz schist. Mineralogy: quartz + kyanite + muscovite; accessory minerals include fuchsite, pyrite, rutile, and graphite.",VA003,schist,,,VA001VA002 VA003
VA,lgn,lgn,lgn;0,VAlgn;0,0,,Lineated Biotite Granite Gneiss,Proterozoic,Lineated biotite granite gneiss,,"Central Virginia Volcanic-Plutonic BeltFrom expanded explanation (ref. VA002):Lineated biotite granite gneiss. Dominantly leucocratic to mesocratic, medium- to coarse-grained, strongly-lineated granite gneiss; includes porphyritic granite gneiss. Mineralogy: quartz + potassium feldspar + plagioclase + biotite + muscovite ñ garnet.Geophysical signature: western portion coincides with strong positive radiometric anomaly. This unit likely includes more than one intrusive body; portions may be derivative of felsic volcanogenic rocks. These rocks intrude and are interlayered with metavolcanic rocks of probable Cambrian age. The unit includes granite gneiss of Nelson (1992), and may be correlative in part with the Shelton Formation (Ost).",VA003,granitic gneiss,,,VA001 VA002VA003
VA,ls,ls,ls;0,VAls;0,0,,Candler Formation - Lmestone,Cambrian,Candler Formation - Limestone.,,"Blue Ridge Anticlinorium, CentralFrom exapnded explanation (ref. VA002):Limestone. Medium-bluish-gray, thinly-laminated limestone and laminated calcareous mudstone; resembles Everona Limestone.",VA003,limestone,mudstone,,VA001 VA002VA003
VA,m,m,m;0,VAm;0,0,,Marsh and Intertidal Mud Deposits,Quaternary,Marsh and Intertidal Mud Deposits - Organic-rich clay and silt,,"Coastal PlainHolocene (Karen Hostettler)From expanded explanation (ref. VA002):Marsh and intertidal mud deposits (Holocene). Medium to dark-gray soft mud, and grayish-brown peat, comprising sediment of marshes in coastal areas and Chesapeake Bay; thickness is 0 to 10 feet. Also, sandy mud and muddy fine sand, light- to dark-gray. Locally, contains abundant shell material characterized by Crassostrea virginica and Mercenaria mercenaria. Comprises sediments of shallow bays and flats in area of Atlantic coastal lagoons of the Eastern Shore.",VA003,clay or mud,silt,,VA001VA002 VA003
VA,Mbf,Mbf,Mbf;0,VAMbf;0,0,,Bluefield Formation,Mississippian,Bluefield Formation - Calcareous shale and limestone.,,"Appalachian Plateaus and Valley and Ridge.From expanded explanation (ref. VA002):Bluefield Formation (Campbell, 1896). Shale, siltstone, and limestone, with minor sandstone, coal, and underclay.  Shale and siltstone, calcareous in part, medium- to medium dark-gray, light-greenish- to greenish-gray, grayish-red; interbeddedwith limestone,thin sandstone and a few thin beds of black carbonaceous shale. Limestone, argillaceous, lower part dolomitic, light-olive-gray to medium-gray, light-bluish gray and brownish-gray, micrograined to medium-grained, thin-bedded, very fossiliferous; black chert nodules in lower part; interbedded with fossiliferous light-greenish-gray shale.  Sandstone, quartzose to feldspathic, light-gray to greenish gray, very-fine- to medium-grained, thin- to thick-bedded, ripple-bedded, contains root casts in up per part, pyrite nodules, and shale and siltstone interbeds. Coal, locally impure in upper half of formation (Englund, 1968; Windolph, 1987). Underclay, medium-gray, clayey to silty, contains root casts. The Bluefield probably is equivalent to upper part of the Newman Limestone (Englund, 1979) and is a transition zone betweencarbonates of the underlying Greenbrier Limestone and clastics of the overlying Pennington Group. It is conformable and gradational with underlying formation. Formation thins westward; it ranges in thickness from 150 feet near Kentucky-Virginia boundary (Miller, 1974, p. 25) to 1250 feet in Tazewell County (Cooper, 1944, p. 169).",VA003,shale,limestone,siltstone; sandstone; coal; black shale,VA001 VA003
VA,Mccf,Mccf,Mccf;0,VAMccf;0,0,,Cove Creek Limestone and Fido Sandstone,Mississippian,Cove Creek Limestone and  Fido Sandstone - Limestone and calcareous sandstone.,,"Appalachian Plateaus and Valley and Ridge.From expanded explanation (ref. VA002):Cove Creek Limestone (Butts, 1927). Limestone, argillaceous, light-gray to greenish-gray, thin- to thick-bedded, vsparsely fossiliferous, with thin, brownish laminae; thin beds and zones of medium- to coarse-grained, calcareous sandstone locally present. The Cove Creek Limestone ranges from 1010 to 1220 feet in thickness (Averitt, 1941; Bartlett and Webb, 1971).Fido Sandstone (Butts, 1927). Sandstone, calcareous, reddish-brown to dark-brown, fine- to coarse-grained, thick bedded, cross-bedded, and ripple-marked, fossiliferous, withone or more beds of argillaceous limestone. The Fido Sandstone ranges from 35 to 75 feet in thickness (Averitt, 1941; Bartlett and Biggs, 1980).",VA003,limestone,sandstone,,VA001 VA002VA003
VA,MDcw,MDcw,MDcw;0,VAMDcw;0,0,,Chattanooga Shale and Wildcat Valley Sandstone,Devonian-Mississippian,"Chattanooga Shale and Wildcat Valley Sandstone - Black, fissile shale and siltstone; calcareous sandstone",,"Appalachian Plateaus and Valley and Ridge.From expanded explanation (ref. VA002):Chattanooga Shale and Wildcat Valley Sandstone. Chattanooga Shale (Hayes, 1891). Shale, siltstone, and sandstone. Shale, carbonaceous, grayish-black to black, fissile to platy, thin- to thick-laminated, locally fossiliferous and pyritic, locally contains phosphatic nodules in the upper part, locally has strong petroliferous odor (Henika, 1988); with beds and zones of medium-gray to greenish-gray, locally silty shale. Siltstone, light-gray to grayish-black, laminated to thick-bedded, locally wavy- and ripple-bedded. Sandstone, light-gray, very-fine-grained. Grayish-black to black, carbonaceous shale comprises 100 percent of the formation in western Lee County and is predominant in the formation throughout southwest Virginia. The Chattanooga Shale uncomformably overlies the Silurian Hancock Formation throughout most of Lee County and the lower Devonian Wildcat Valley Sandstone to the northeast. The Chattanooga Shale ranges in thickness from 200 feet in western Lee County (Englund, 1964) to 1870feet in northwestern Russell County (Meissner and Miller, 1981). Roen and others (1964) and Kepferle and others (1981) discussed divisions of the Chattanooga Shale and correlation with other units.Wildcat Valley Sandstone (Miller, Harris, and Roen, 1964). Sandstone, limestone, and shale. Sandstone, locally calcareous, locally quartzose, light-gray, grayish-orange, anddark-yellowish-brown, very-fine- to coarse-grained, thin- to massive-bedded, fossiliferous, friable, locally glauconitic; with chert nodules and beds. Locally dark-reddish-brown ironstone replaces sandstone. Limestone, gray, pinkish-gray,and light-brownish-gray, coarse-grained, thick- to massive bedded, sandy, locally present. Shale, yellowish-green to gray, locally present. Where the Wildcat Valley Sandstone is present it uncomformably overlies the Silurian Hancock Formation. The Wildcat Valley Sandstone is absent throughout most of Lee County (Englund, 1964; Harris, 1965; Miller and Roen, 1973) but reaches a maximum of 60 feet in thickness to the northeast (Lower Devonian sandstone of Harris and Miller, 1963).",VA003,black shale,siltstone,sandstone,VA001 VA003
VA,mf,mf,mf;0,VAmf;0,0,,Mafic Plutonic Rocks,Proterozoic Z-Cambrian,Mafic plutonic rocks as exotic blocks within melange units,,Western Piedmont,VA003,mafic rock,,,VA001 VA003
VA,Mg,Mg,Mg;0,VAMg;0,0,,Greenbrier Limestone,Mississippian,"Greenbrier Limestone - Limestone, in part cherty, fossiliferous; shale.",,"Appalachian Plateaus and Valley and Ridge.From expanded explanation (ref. VA002):Greenbrier Limestone (Rogers, in Macfarlane, 1879). Limestone, dolomite, and minor shale. Limestone, very-light olive-to olive-gray and brownish-gray, and medium- to dark gray, micrograined to coarse-grained, thin- to thick- bedded, thinner bedded in upper part, even- to cross-bedded; few shaly beds in upper part; oolitic in upper part and in cross-laminated beds near base; black chert near middle of formation, gray to pale-red near base; very fossiliferous. Pale-brown dolomite near upper chert zone, minor dolomite locally in lower part. Few interbeds of greenish-gray and grayish-red, calcareous,silty shale. Limestone is petroliferous locally in upper part (Henika, 1988). Base locally unconformable with underlying Maccrady Shale. Formation thickens to east, ranging from 200 feet in western Wise County to 3500 feet in Washington nd Scott counties..The Greenbrier is equivalent to (descending): Gasper Limestone, Ste. Genevieve Limestone, St. Louis Limestone (Hillsdale Limestone), and Little Valley Limestone (Warsaw equivalent), and to lower part of the Newman Limestone (Butts, 1940; LeVan and Rader, 1983). Newman Limestone (Campbell, 1893). Limestone and shale. Limestone, light-olive-gray in lower half, medium-gray to olive-gray in upper half, aphanic to fine-grained, partlyoolitic, partly argillaceous, with basal beds of dark-gray chert nodules and local dolomite. Shale, medium-gray to medium dark-gray, partly calcareous, interbedded with limestone in upper half of unit. The Newman Limestone ranges from 550 to 600 feet in thickness and is equivalent to the Bluefield Formation and Greenbrier Limestone.Fort Payne Chert. (Smith, in Squire, 1890). Greenish gray chert in thin beds (2 - 6 inches thick); with shale partings. The Fort Payne Chert ranges from 0 to 20 feet in thicknessand pinches out to the northeast. Grainger Formation (Campbell, 1893). Shale, pale-olive or greenish-gray to dark-greenish-gray, locally gray ish-red in lower half and at top; with some interbedded pale-olive-gray siltstone and very-fine-grained sandstone, locally abundant siderite nodules near base. The Grainger Formation ranges from 250 to 325 feet in thickness and is the lateral equivalent of the Maccrady Shale and Price Formation.",VA003,limestone,shale,chert; dolostone (dolomite),VA001 VA002VA003
VA,mgb,mgb,mgb;0,VAmgb;0,0,,Metagabbro,Proterozoic,Metagabbro,,"Western Piedmont, Southwest and Central.From expanded explanation (ref. VA002):Metagabbro. (southwestern Piedmont, Conley, 1985). Dark-green and white, massive to layered, coarse-grained equigranular metagabbro. Mineralogy: clinopyroxene + orthopyroxene ñ garnet + hornblende + plagioclase + magnetite. Garnets are surrounded by thin coronas composed of plagioclase and symplectic intergrowths of plagioclase-pyroxene. Forms elongate concordant bodies intrusive into the Bassett Formation. (northern Piedmont, Drake and Froelich, in press). Greenish-gray, fine- to coarse-grained, well-foliated epidote plagioclase-hornblende amphibolite; locally contains relict clinopyroxene. Occurs as sills in the Mather Gorge Formation. Fisher (1971) reports that zircons from an amphibolite body on an island in the Potomac River have a Pb-Pb age of 525+/- 60 Ma, and a concordia age of 550 Ma, assuming continuous diffusion; a Cambrian age for metagabbroic sills in the Mather Gorge would be consistent with regional geologic relations.",VA003,metamorphic rock,,,VA001VA002 VA003
VA,mgr,mgr,mgr;0,VAmgr;0,0,,Metagraywacke,Proterozoic,"Metagraywacke - Meta-argillite is metagraywacke, exotic blocks within melange units",,Western Piedmont,VA003,meta-argillite,,,VA001 VA003
VA,Mm,Mm,Mm;0,VAMm;0,0,,Maccrady Shale,Mississippian,Maccrady Shale - Dusky-red and green shale and mudstone; and evaporite deposits.,,"Appalachian Plateaus and Valley and Ridge.From expanded explanation (ref. VA002):Maccrady Shale (Stose, 1913). Shale, siltstone, minor limestone, and sandstone. Shale and siltstone, light-grayish red, few light-greenish-gray beds, silty, very-thin- to medium bedded, indistinctly bedded, interbedded. Collapse breccia in middle of formation, with anhydrite (?) locally in western Tazewell County (Windolph, 1987). Limestone, dolomitic, light-yel lowish-brown and bluish-gray in Washington and Tazewell counties. Sandstone, light- to medium-gray, fine to coarse-grained, locally cross-bedded. Maccrady sparsely fossiliferous including a fish-bone bed (Bartlett, 1974, p. 101). Contains salt, anhydrite, and economic deposits of gypsum where the formation is thickest and folded and faulted in Smyth County (Sharpe, 1984; Stose, 1913). Basal beds locally interfinger with and are gradational with underlying Price Formation and lie on progressively older units of the Price west of a line from north astern Tazewell County through centralWashington County (Bartlett, 1974, p. 99). Maccrady thins northwestward, but locally thins southwestward (Warne, 1990). It wedges out at the southwest corner of Virginia (Englund, 1979); in northern and western Washington and northwestern Smyth counties the Maccrady is less than 50 feet thick (Averitt, 1941; Warne, 1990), but it is as much as 2000 feet thick to the northeast in Smyth County (Sharpe, 1984), and at least 1000 feet thick in a partial section in Montgomery County (Bartholomew and Lowry, 1979).",VA003,shale,siltstone,evaporite; limestone; mudstone; sandstone,VA001 VA002VA003
