HYPERLINK,PropertyID,LegacyID,Available,Address,AddressZip,BrownField,FIPS,HubZone,OfficePark,OwnerName,OwnerPhone,OwnerEmail,Sale,TownFips,Waterway,LAMBERT_Y,LAMBERT_X,Voltage,Phase,contact,AvailableDate,AddressStreet,AddressCity,AddressState,PropertyName,Longitude,Latitude,DEQStatusLetter,ResearchPark,FeaturedLocation,IndustrialPark,HighwayIntername,HighwayInterDistance,HighwayInterchangeName,HighwayArteryName,HighwayArteryDistance,HighwayAccessName,ForeignTradeZone,NaturalGasDistance,RailroadDistance,PublicTransportationName,PubliclyOwned,PropertyType,NewMarketTaxCreditZone,NatureOfContamination,NaturalGasPropaneEquipped,NaturalGasPressure,NaturalGasLineSize,RemediationPlan,RailAccess,RailroadSiding,SewerProviderDistance,SewerOnSiteTreatmentPlant,SewerLineSize,SewerAvailCapacityTo,SewerPlantTotalCapacity,TelecommBroadbandLevel,TelecommWirelessBroadband,TelecommRedundantRoute,TelecommOther,TelecommISDN,TelecommFiberOpticLine,TelecommFiber,TelecommDigital,TechnologyZone,SubmittedDate,SubmittedBy,ShowOnVAScan,SepticSystem,SepticCapacity,VAEnterpriseZone,WaterAvailCapacityToProperty,WaterProviderDistance,WellCapacity,WaterwayName,WaterwayChannelDepth,WaterTreatmentPlantTotalCap,WaterTankCapacity,WaterOnSiteTreatmentPlant,WaterLineSize,SecondaryRailProviderName,RailProviderName,AirportGeneral,AirportGenDistance,AirportCommercial,AirportCommDistance,Amps,secondaryelectricprovider,electricprovider,SewerProvider,TelecommProvider,WaterProvider,GasProvider,LocalityName,brokercontact,ZoningRestrictionsText,ZoningClassification,ZoningRestrictions,ZoningConform,WithinCorporateLimits,Lease_Type,recent_use,Roof_Type,ConstructionType,SpaceTotalAvailable,industrialceilingheight,officeceilingheight,OBJECTID,SITE_NO,Expr1,OFFICIAL,ACCURACY,GlobalID,LargestContParcel,AcreageTotal,imageURL,thumbnailURL,Shapearea,Shapelen,SDE_VECTORSDESITES_POLYGON_DETAILS_SVarea,SDE_VECTORSDESITES_POLYGON_DETAILS_SVlen
http://virginiascan.yesvirginia.org/Site_Selection/PropertyDetails.aspx?propertyid=241307,241307,,1,4054 Victory Boulevard,23701,0,51740,1,0,Portsmouth Redevelopment & Housing Authority,757-393-8804,rigneyc@portsmouthva.gov,0,,0,94892.75390591,280361.49989613,,,"Rigney, Charles",,4054 Victory Boulevard,Portsmouth,VA,Victory Crossing Shopping Center (6.2 Acre Site),-116.273284,32.66354,0,0,0,0,I-264,0.18,,Victory Boulevard,0.01,Victory Boulevard,0,0,,"Bus,",1,Site,1,,0,,,0,0,0,0,0,,,,,0,0,,0,,0,0,0,2009-06-18T08:40:58.000Z,mckahler@portsmouthva.gov,0,0,,1,,0,,,,,,0,,,,Hampton Roads Executive Airport,5.8,Norfolk International Airport,14.97,,,Dominion Virginia Power,Hampton Roads Sanitation District,Verizon,City of Portsmouth,Columbia Gas of Virginia,Portsmouth,"Bucklew, Eric","Zoning classification is established to provide a wide variety of professional offices, institutions, and a broad range of light and moderate intensity commercial uses proximate to residential and more intense business districts so as to satisfy the citys demand for services. Outside storage allow via Use Permit. ",General Mixed-Use (GMU),0,1,1,,,,,,,,3100,,51740,0,1,{ABB83157-31B9-48EC-BE22-B62911ADC154},6.2,6.266,,,25713.8055227479,836.141889821843,,
http://virginiascan.yesvirginia.org/Site_Selection/PropertyDetails.aspx?propertyid=241310,241310,,1,Midpoint Drive,23117,0,51075,0,0,Goochland Economic Development Authority,804-556-5858,,0,,0,206035.83901768,134453.20757348,,,"Dickson, Rebecca",,Midpoint Drive,Mineral,VA,Midpoint Industrial Park,-77.907949,38.01073,0,0,0,1,I-64,10,,US 29,25,Midpoint Drive,0,1000000,,,1,Site,0,,0,,,0,0,0,1000000,0,,,,,0,0,,0,,0,0,0,2009-06-19T10:31:26.000Z,greid,1,0,,0,,1000000,,,,,,0,,,,Louisa County Airport/Freeman Field,15,Charlottesville-Albemarle Airport,40,,,Central Virginia Electric Cooperative,Septic system practical,Verizon,Wells,Not Available,Goochland,,,M-1/M-2,0,1,0,,,,,,,,3140,,51075,1,1,{83D80F26-A741-4692-98A4-F9F39A12EBD7},50,150,,,116843.455568218,2548.20695895515,,
http://virginiascan.yesvirginia.org/Site_Selection/PropertyDetails.aspx?propertyid=241311,241311,,1,3336 Victory Boulevard,23701,0,51740,0,0,Economic Development Authority,757-393-8804,,0,,0,93651.38885476,280963.41754881,,,"Rigney, Charles",,3336 Victory Boulevard,Portsmouth,VA,Former Burger King Site,-116.273284,32.66354,0,0,0,0,I-264,0.5,Victory Blvd/#3,Victory Blvd/Rt 239,0,Victory Blvd/Rt 239,0,0,,"Bus,",1,Site,1,,0,,,0,0,0,0,0,10,,,,0,0,,0,,0,0,0,2009-06-19T14:52:11.000Z,mckahler@portsmouthva.gov,0,0,,1,,0,,,,,,0,16,,,Hampton Roads Executive Airport,6.27,Norfolk International Airport,16,,,Dominion Virginia Power,Hampton Roads Sanitation District,Verizon,City of Portsmouth,Columbia Gas of Virginia,Portsmouth,"Lesley, Chad",,General Mixed-Use,0,1,1,,,,,,,,3101,,51740,0,1,{8F5D8D0A-6E14-471B-84A9-A935F50E64EC},0.74,0.74,,,3193.85242572018,224.94650382879,,
http://virginiascan.yesvirginia.org/Site_Selection/PropertyDetails.aspx?propertyid=241312,241312,,1,3125 Victory Boulevard,23701,0,51740,0,0,Economic Development Authority,757-393-8804,,0,,0,93186.14001645,281273.5304723,,,"Rigney, Charles",,3125 Victory Boulevard,Portsmouth,VA,Beechdale Commerce Park,-116.273284,32.66354,0,0,0,1,I-264,0.75,Victory Blvd/#3,Victory Blvd/Rt 239,0,Victory Blvd/Rt 239,1,0,,"Bus,",1,Site,1,,0,,,0,0,0,0,0,6,,,,0,0,,0,,0,0,0,2009-06-19T14:52:22.000Z,mckahler@portsmouthva.gov,0,0,,0,,0,,,,,,0,12,,,Hampton Roads Executive Airport,6.7,Norfolk International Airport,16,,,Dominion Virginia Power,Hampton Roads Sanitation District,Verizon,City of Portsmouth,Columbia Gas of Virginia,Portsmouth,"Lesley, Chad",,IL,0,1,1,,,,,,,,3102,,51740,0,1,{8C6FCB3A-0933-4FA5-9947-65C70300A678},1.71,1.71,,,6977.60058599229,333.396481231549,,
http://virginiascan.yesvirginia.org/Site_Selection/PropertyDetails.aspx?propertyid=241315,241315,,1,3335-3345 Victory Boulevard,23701,0,51740,0,0,Portsmouth Economic Development Authority,757-393-8804,smallp@portsmouthva.gov,0,,0,93543.31537676,280901.90198063,,,"Rigney, Charles",,3335-3345 Victory Boulevard,Portsmouth,VA,Former Earls Market Site,-116.273284,32.66354,0,0,0,0,I-264,1.33,Victory Blvd/#3,Victory Blvd/Rt 239,0,Victory Blvd/Rt 239,1,0,,"Bus,",1,Site,1,,0,,8,0,0,0,0,0,10,,,,0,0,,0,,0,0,0,2009-06-19T14:53:20.000Z,mckahler@portsmouthva.gov,0,0,,1,,0,,,,,,0,12,,,Hampton Roads Executive Airport,6.48,Norfolk International Airport,15,,,Dominion Virginia Power,Hampton Roads Sanitation District,Verizon,City of Portsmouth,Columbia Gas of Virginia,Portsmouth,"Lesley, Chad",,GMU (General Mixed Use),0,1,1,,,,,,,,3105,,51740,0,1,{4F3AA876-FEC5-47F8-B8BF-085DCBBAEFEB},3.95,3.95,,,9849.95619598295,473.253671629107,,
http://virginiascan.yesvirginia.org/Site_Selection/PropertyDetails.aspx?propertyid=241320,241320,,1,4027 Martinsburg Pike,22602,0,51069,0,0,BPG,,,0,,0,364104.72144099,121603.9335367,,,"Barker, Patrick",,4027 Martinsburg Pike,Winchester,VA,Winchester I-81 Distribution Center,-78.215612,39.158637,0,0,0,0,I-81,2,Exit 321,US RT 11/Martinsburg Pike,0,Martinsburg Pike,0,0,,,0,Site,0,,0,,,0,0,0,0,0,,,,,1,1,,0,,1,0,0,2009-06-23T15:42:15.000Z,pbarker,1,0,,0,,0,,,,,,0,,,,Winchester Regional Airport,10,Washington Dulles International Airport,55,,,Shenandoah Valley Electric Cooperative,Frederick County Sanitation Authority,Level 3 Communications,Frederick County Sanitation Authority,Washington Gas (Shenandoah Station),Frederick,,"Approved zoning permits the development of 300,000 SF of warehouse/distribution space.  ",B-3 = Industrial Transition,0,1,0,,,,,,,,3426,,51069,1,1,{9219DA5B-B7ED-41E3-BC2A-C99CD0F6C2A7},29.08,59.08,http://virginiascan.yesvirginia.org/GetBinary.aspx?id=115359,http://virginiascan.yesvirginia.org/GetThumbnail.aspx?width=130&Height=130&id=115359,239903.143032783,2077.02550718175,,
http://virginiascan.yesvirginia.org/Site_Selection/PropertyDetails.aspx?propertyid=241343,241343,,1,175 Airside Dr,24540-5614,0,51590,0,0,Danville Industrial Development Authority,,,0,,0,63532.2729072,17258.85104394,12.5 KV,3,"Ashworth, Laura",,175 Airside Dr,Danville,VA,175 Airside Drive,-79.309731,36.574389,0,0,0,1,I-85,55,,58,1,Airside Drive,0,0,,,1,Site,1,,0,58,6,0,0,0,0,0,8,,,,0,0,,0,,0,0,0,2009-06-29T15:44:02.000Z,parsojj@ci.danville.va.us,1,0,,1,,0,,,,,,0,12,,,Danville Regional Airport,1,Piedmont Triad International Airport,60,,,City of Danville,City of Danville,Verizon,City of Danville,City of Danville,Danville,,,LED-I,0,1,1,,,,,,,,3369,,51590,1,1,{F05CF167-DB88-4D4E-985B-849498F2E018},50,50,http://virginiascan.yesvirginia.org/GetBinary.aspx?id=124289,http://virginiascan.yesvirginia.org/GetThumbnail.aspx?width=130&Height=130&id=124289,205138.075279243,1901.28595262839,,
http://virginiascan.yesvirginia.org/Site_Selection/PropertyDetails.aspx?propertyid=241351,241351,,1,Bainbridge Blvd and Dominion Blvd North,23324,0,51550,0,0,Bainbridge Holdings Llc,(757) 523-1900,,0,,0,87365.47972118,286328.88749955,,,"Barber, Angela",,Bainbridge Blvd and Dominion Blvd North,Chesapeake,VA,Waterfront Industrial North of Dominion Bridge,-84.575638,30.90617,0,0,0,0,I-264,1,,264,2,Bainbridge,0,0,,,0,Site,0,,0,,,0,0,0,0,0,,,,,0,0,,0,,0,0,0,2009-07-14T10:13:59.000Z,abarber,1,0,,0,,0,,,,,,0,,,,Chesapeake Regional Airport,8,Norfolk International Airport,15,,,Dominion Virginia Power,City of Chesapeake,Cox Communications,City of Chesapeake,Virginia Natural Gas,Chesapeake,"Riddle, Robb",,M-3,0,1,1,,,,,,,,3109,,51550,1,1,{C197B4EA-0397-493E-B761-CBDAA95E9327},11,11,,,49997.1597258272,1254.29965464071,,
http://virginiascan.yesvirginia.org/Site_Selection/PropertyDetails.aspx?propertyid=241385,241385,,1,7106 Seminole Trail,22968-3450,0,51079,0,0,C W Properties c/o Jefferson Land & Realty,540-948-5050,Bgentry.broker@gmail.com,0,,0,245796.18886407,97822.21372443,,3,"Yost, Alan",,7106 Seminole Trail,Ruckersville,VA,Ben Leake Plaza,-78.384136,38.210314,0,0,0,0,I-64,12,Rt 29 & I-64  / #118,Seminole Trail / Route 29,0,US 29,0,300,,"Bus,",0,Site,0,,0,,,0,0,0,120,0,8,500000,600000,,0,0,High Speed Internet,0,10,1,0,0,2009-07-30T14:19:36.000Z,twilliams@gcva.us,1,0,,0,,120,,,,1200000,1000000,0,12,,,Charlottesville-Albemarle Airport,7,Charlottesville-Albemarle Airport,7,,,Rappahannock Electric Cooperative,Rapidan Service Authority,Verizon,Rapidan Service Authority,Columbia Gas of Virginia,Greene,"Gentry, Bill",Proffers attached,B-3 Commerical,0,1,0,,,,,,,,3443,,51079,0,1,{8D248849-D048-48D6-9514-F1161DD2BA70},13.18,13.18,http://virginiascan.yesvirginia.org/GetBinary.aspx?id=125449,http://virginiascan.yesvirginia.org/GetThumbnail.aspx?width=130&Height=130&id=125449,57986.9574352316,1093.37848463062,,
http://virginiascan.yesvirginia.org/Site_Selection/PropertyDetails.aspx?propertyid=241413,241413,,1,2629 Wheatland Woods Dr,22408,0,51177,0,0,Donna Hart,540-785-9090,d.hart@vapropertiesinc.com,0,,0,249070.41023102,181843.21271155,,,"Scott, Jennifer",,2629 Wheatland Woods Dr,Fredericksburg,VA,2629 Wheatland Woods Drive,-77.422384,38.225044,0,0,0,0,I-95,5.5,,Route 1 (Jefferson Davis Highway),5,Wheatland Woods Drive,0,0,,,0,Site,0,,0,,,0,0,0,0,0,,,,,0,0,,0,,0,0,0,2009-08-17T09:37:46.000Z,jscott,1,0,,0,,0,,,,,,0,,,,Shannon Airport,2,Ronald Reagan Washington National Airport,50,,,Rappahannock Electric Cooperative,Spotsylvania County,Verizon,Spotsylvania County,Not Available,Spotsylvania,,,C-3,0,0,0,,,,,,,,3120,,51177,1,2,{66D267A5-2530-4290-A704-606B4F064C33},10,10,http://virginiascan.yesvirginia.org/GetBinary.aspx?id=124177,http://virginiascan.yesvirginia.org/GetThumbnail.aspx?width=130&Height=130&id=124177,95141.8131555177,1377.78749687583,,
http://virginiascan.yesvirginia.org/Site_Selection/PropertyDetails.aspx?propertyid=241417,241417,,1,Hickory Ridge Road & Jefferson Davis Highway,22551,0,51177,0,0,Gilman Land & Timber,540-507-7210,,0,,0,241275.12442166,174848.59049407,12.5 KV,3,"Scott, Jennifer",,Hickory Ridge Road & Jefferson Davis Highway,Spotsylvania,VA,Gilman Tract,-77.717489,38.146453,0,0,0,0,I-95,3,,Route 1 (Jefferson Davis Highway),0,Jefferson Davis Highway,0,11000,,,0,Site,0,,0,50,6,0,0,0,2600,0,8,200000,,,0,0,,0,,0,0,0,2009-08-17T09:42:25.000Z,jscott,1,0,,0,2500,0,,,,,250000,0,12,,,Shannon Airport,15,Richmond International Airport,45,,,Rappahannock Electric Cooperative,Spotsylvania County,Verizon,Spotsylvania County,Columbia Gas of Virginia,Spotsylvania,,,A-2,0,0,0,,,,,,,,3123,,51177,1,1,{6F883852-7AD7-463C-9F7F-5B1A4237506D},666,666,http://virginiascan.yesvirginia.org/GetBinary.aspx?id=126831,http://virginiascan.yesvirginia.org/GetThumbnail.aspx?width=130&Height=130&id=126831,3811930.86357161,14589.2422526457,,
http://virginiascan.yesvirginia.org/Site_Selection/PropertyDetails.aspx?propertyid=241418,241418,,1,8701 Jefferson Davis Hwy,22407-8716,0,51177,0,0,Nic Addison,540-785-1096,,0,,0,245764.78874605,174779.36859609,,,"Scott, Jennifer",,8701 Jefferson Davis Hwy,Fredericksburg,VA,8701 Jefferson Davis Highway,-77.507787,38.197399,0,0,0,0,I-95,3,,Route 1 (Jefferson Davis Highway),0,Jefferson Davis Highway,0,0,,,0,Site,0,,0,,,0,0,0,0,0,,,,,0,0,,0,,0,0,0,2009-08-17T09:43:23.000Z,jscott,1,0,,0,,0,,,,,,0,,,,Shannon Airport,8,Ronald Reagan Washington National Airport,50,,,Dominion Virginia Power,Spotsylvania County,Verizon,Spotsylvania County,Not Available,Spotsylvania,,,I-1,0,0,0,,,,,,,,3125,,51177,1,1,{C4E01CFD-AA7D-4907-862C-872577D4D31F},30.63,30.63,http://virginiascan.yesvirginia.org/GetBinary.aspx?id=124073,http://virginiascan.yesvirginia.org/GetThumbnail.aspx?width=130&Height=130&id=124073,120813.527937246,1762.29667204278,,
http://virginiascan.yesvirginia.org/Site_Selection/PropertyDetails.aspx?propertyid=241422,241422,,1,15501 Indian Hill Street,23834,0,51041,0,0,WALTHALL 12 L C,,,0,,0,147606.79386572,186040.27397997,,,"DelVillar, Barbara",,15501 Indian Hill Street,Colonial Heights,VA,Walthall Interchange property - Parcel 1,-77.403029,37.270633,0,0,0,0,I-95,0.1,,Rt. 301,0.2,Jefferson Davis Hwy,0,0,,,0,Site,0,,0,,,0,0,0,0,0,,,,,0,0,,0,,0,0,0,2009-08-18T09:24:24.000Z,bdelvillar,0,0,,1,,0,,,,,,0,,,CSX Transportation,Chesterfield County Airport,12,Richmond International Airport,20,,,Dominion Virginia Power,Chesterfield County,Verizon,Chesterfield County,Columbia Gas of Virginia,Chesterfield,"Porter, Robert",,C5,0,1,0,,,,,,,,3129,,51041,0,1,{1BB904AF-431A-4DF0-8EDC-A0C4AA3040A0},4.376,4.376,,,16313.3886414956,768.081208957275,,
http://virginiascan.yesvirginia.org/Site_Selection/PropertyDetails.aspx?propertyid=241454,241454,,1,361 Milburn Rd,22603-4726,0,51069,0,0,Good & Shockey,,,0,,0,357883.21149233,118921.62570986,34.5 KV,3,"Barker, Patrick",,361 Milburn Rd,Winchester,VA,Graystone Business Park,-78.117976,39.216523,0,0,0,1,I-81,1,Exit 317,Valley Pike,0.5,Snowden Bridge Boulevard,0,1500,,,0,Site,0,,0,,,0,1,0,1500,0,,,,,1,1,,0,,1,0,1,2009-09-15T09:34:54.000Z,pbarker,1,0,,0,,1500,,,,,,0,,,CSX Transportation,Winchester Regional Airport,10,Washington Dulles International Airport,50,,,Shenandoah Valley Electric Cooperative,Frederick County Sanitation Authority,Verizon,Frederick County Sanitation Authority,Washington Gas (Shenandoah Station),Frederick,,,Light Industrial/Office,0,1,0,,,,,,,,3135,,51069,1,1,{54EE4AF7-15B8-4E4F-B8D7-2A6A04E546D8},120,270,,,1200819.85021854,5226.22125794601,,
http://virginiascan.yesvirginia.org/Site_Selection/PropertyDetails.aspx?propertyid=241475,241475,,1,Lanier Road,23146,0,51075,0,0,private,,,0,,0,190715.69889926,162110.41409568,,,"Dickson, Rebecca",,Lanier Road,Rockville,VA,Lanier Industrial Park,-77.667222,37.728113,0,0,0,0,I-64,1,,US 250,2,Lanier Road,0,0,,,0,Site,0,,0,,,0,0,0,0,0,,,,,0,0,,0,,0,0,0,2009-10-05T08:41:13.000Z,greid,1,0,,0,,0,,,,,,0,,,,Hanover County Municipal Airport,29,Richmond International Airport,27,,,Dominion Virginia Power,Goochland County,Verizon,Goochland County,Not Available,Goochland,"Buhrman, Joe",,M-2 Potential,0,1,0,,,,,,,,3139,,51075,1,1,{A8BAD9CA-324F-41EF-BBD5-EDFB91B6EBE8},11.62,11.62,,,44368.4657965623,1050.90990904587,,
http://virginiascan.yesvirginia.org/Site_Selection/PropertyDetails.aspx?propertyid=241485,241485,,1,831 Shady Elm Rd,22602-2534,0,51069,0,0,Henry Carbaugh,,,0,,0,346831.85916591,111562.24530764,34.5 KV,3,"Barker, Patrick",,831 Shady Elm Rd,Winchester,VA,Carbaugh,-78.213359,39.117909,0,0,0,0,I-81,2.25,Exit 310,Rt 11,1.75,Shady Elm,0,1500,,,0,Site,0,,0,,,0,1,1,800,0,8,,,,1,1,,0,800,1,0,1,2009-10-15T14:23:25.000Z,pbarker,1,0,,0,,800,,,,,,0,8,,CSX Transportation,Winchester Regional Airport,8,Washington Dulles International Airport,60,,,Shenandoah Valley Electric Cooperative,Frederick County Sanitation Authority,Verizon,Frederick County Sanitation Authority,Washington Gas (Shenandoah Station),Frederick,,Site needs rezoning and extension of service area.  Can be some swiftly for specific qualified use.,Rural Areas ,0,0,0,,,,,,,,3150,,51069,1,1,{CDA3B521-E22A-406D-8688-B133AF263B4E},107.5,107.5,http://virginiascan.yesvirginia.org/GetBinary.aspx?id=115400,http://virginiascan.yesvirginia.org/GetThumbnail.aspx?width=130&Height=130&id=115400,397999.854494567,2527.34187078081,,
http://virginiascan.yesvirginia.org/Site_Selection/PropertyDetails.aspx?propertyid=241486,241486,,1,2973 Woodside Road,22603,0,51069,0,0,John Light,,,0,,0,364913.35788356,122749.10290237,138 KV,3,"Barker, Patrick",,2973 Woodside Road,Winchester,VA,Light Tract,-78.191996,39.233928,0,0,0,0,I-81,0.7,Exit 323,US RT 11/Martinsburg Pike,0.3,Woodbine Road,0,0.2,,,0,Site,0,,0,,,0,1,1,100,0,8,5200000,12600000,,1,1,,0,2200,1,0,1,2009-10-15T15:07:49.000Z,pbarker,1,0,,0,500000,100,4000000,,,,,0,12,,CSX Transportation,Winchester Regional Airport,15,Washington Dulles International Airport,65,,,Rappahannock Electric Cooperative,Frederick County Sanitation Authority,Verizon,Frederick County Sanitation Authority,Washington Gas (Shenandoah Station),Frederick,,Site needs rezoning and could occur swiftly (1-2 months) for qualified use.,Rural Areas,0,0,0,,,,,,,,3151,,51069,1,1,{854BC08D-DBFA-41D4-A00D-9A28C0B2E4FC},235,415,http://virginiascan.yesvirginia.org/GetBinary.aspx?id=126897,http://virginiascan.yesvirginia.org/GetThumbnail.aspx?width=130&Height=130&id=126897,653670.829800744,3939.20824198095,,
http://virginiascan.yesvirginia.org/Site_Selection/PropertyDetails.aspx?propertyid=241531,241531,,1,Holland Road,23434,0,51800,0,0,CenterPoint Properties,,,0,,0,83878.77612694,252228.85732786,,,"Holt, Deanna",,Holland Road,Suffolk,VA,CenterPoint Intermodal Center,5.33033,52.108089,0,0,0,1,I-664,11,,Rt. 58,0.1,Holland Road,0,0,,,0,Site,0,,0,,,0,1,1,0,0,,,,,0,0,,0,,1,0,0,2009-11-06T11:45:37.000Z,dholt,1,0,,0,,0,,,,,,0,,,CSX Transportation,Suffolk Executive Airport,1.5,Norfolk International Airport,30,,,Dominion Virginia Power,Hampton Roads Sanitation District,Verizon,City of Suffolk,Virginia Natural Gas,Suffolk,"Harbour, Robert",,"M-1, M-2,B-2",0,1,1,,,,,,,,3318,,51800,1,1,{1A8F6954-DB9B-4CC2-ADC8-1D59CAA56ACD},880,921,http://virginiascan.yesvirginia.org/GetBinary.aspx?id=122950,http://virginiascan.yesvirginia.org/GetThumbnail.aspx?width=130&Height=130&id=122950,3880056.95092709,11471.7980009956,,
http://virginiascan.yesvirginia.org/Site_Selection/PropertyDetails.aspx?propertyid=241547,241547,,1,729 Tinkling Spring Rd,22939-2306,0,51015,0,0,Interstate Partners LLC,,,0,,0,230953.60009728,43983.1998685,,,"Glover, Amanda",,729 Tinkling Spring Rd,Fishersville,VA,Westgate Town Center,-78.992364,38.079795,0,0,0,0,I-64,0.5,Fishersville/Exit 91,Route 340,3,Tinkling Springs Road,0,0,,,0,Site,0,,0,,4,0,0,0,0,0,8,,,,0,0,,0,,0,0,0,2009-12-02T09:51:53.000Z,jhollen,1,0,,0,1300000,0,,,,4400000,,0,12,,,Shenandoah Valley Regional Airport,22.13,Shenandoah Valley Regional Airport,22.13,,,Dominion Virginia Power,Amherst County Service Authority,nTelos,Augusta County Public Service Authority,Not Available,Augusta,"Keppel, III, L. Paul",,General Business,0,1,0,,,,,,,,3364,,51015,1,1,{05F585B9-0927-4A97-98D9-7C0FF8FC1BB3},104.73,104.73,,,478021.258849589,4016.29743050423,,
http://virginiascan.yesvirginia.org/Site_Selection/PropertyDetails.aspx?propertyid=241554,241554,,1,Route 58,24277,0,51105,1,0,Johnny Myers/CD Litton,276-393-4288,,0,,0,90774.02365335,-313303.67538412,277/480,3,"Belcher, Jonathan",,Route 58,Pennington Gap,VA,Summit Property,-83.022258,36.760889,0,0,0,0,I-81,70,,Route 58,0,Route 58,0,0,,,0,Site,0,,0,,,0,0,0,0,0,8,1000000,1000000,High,1,1,,0,0,1,0,0,2009-12-09T14:37:24.000Z,mhorton,1,0,,0,1000000,0,,,,1000000,,0,8,,,Lee County Airport,20,Tri-Cities Regional Airport,70,16000,,Old Dominion Power Company,Town of Pennington Gap,Verizon,Town of Pennington Gap,Not Available,Lee,,,A-1,0,0,0,,,,,,,,3477,,51105,1,1,{7B38C368-69E5-44B5-A43D-755E2D2A58FD},28,28,,,139453.165242666,1982.34936657702,,
http://virginiascan.yesvirginia.org/Site_Selection/PropertyDetails.aspx?propertyid=241562,241562,,1,4825 Station House Rd,23321-2509,0,51550,0,0,Russell Acquisitions Llc,,,0,,0,98440.49476085,273735.96773301,,,"Bass (GONE), Monica",,4825 Station House Rd,Chesapeake,VA,4825 Station House Rd (Site),-76.430099,36.847092,0,0,0,0,I-664,0.5,Pughsville Road / Exit 10,Taylor Road,0.4,Station House Road,0,0,,,0,Site,0,,0,,,0,0,0,0,0,,,,,0,0,,0,,0,0,0,2009-12-11T14:09:56.000Z,dogan,1,0,,0,,0,,,,,,0,,,Norfolk Southern Railway Company,Hampton Roads Executive Airport,4.2,Norfolk International Airport,18.5,,,Dominion Virginia Power,Hampton Roads Sanitation District,Verizon,City of Chesapeake,Virginia Natural Gas,Chesapeake,"Phillips, Bobby",,"M-1, Light Industrial",0,1,1,,,,,,,,3479,,51550,1,1,{AF296C12-D070-405E-A68B-B1896F20DD3E},9.85,9.85,http://virginiascan.yesvirginia.org/GetBinary.aspx?id=96030,http://virginiascan.yesvirginia.org/GetThumbnail.aspx?width=130&Height=130&id=96030,40748.2845211115,899.261348688624,,
http://virginiascan.yesvirginia.org/Site_Selection/PropertyDetails.aspx?propertyid=241563,241563,,1,1001 Industrial Dr,24277-1616,0,51105,1,1,Lee County IDA,276-346-7766,leeida@leecova.org,0,51432,0,91194.38812833,-314213.80932723,277/480,3,"Belcher, Jonathan",,1001 Industrial Dr,Pennington Gap,VA,Patriot Center Technology Park,-83.019689,36.769631,0,0,0,1,I-81,60,,U. S. Route 58,0.2,Industrial Drive,0,0,,,1,Site,1,,0,,,0,0,0,0,0,8,1000000,1000000,,1,1,,0,,1,0,0,2009-12-14T16:00:52.000Z,mhorton,1,0,,0,1000000,0,,,,1000000,,0,8,,,Lee County Airport,15,Tri-Cities Regional Airport,60,16000,,Old Dominion Power Company,Town of Pennington Gap,Verizon,Town of Pennington Gap,Not Available,Lee,,,M-2,0,0,1,,,,,,,,3520,,51105,1,1,{4C46BEE9-7493-4ED1-A0C3-331EFA04B801},20,40,,,102601.502037729,1772.32306473417,,
http://virginiascan.yesvirginia.org/Site_Selection/PropertyDetails.aspx?propertyid=241570,241570,,1,852 Middleburg Road,22835,0,51139,1,0,Page County EDA,,,0,,0,288535.1438079,87976.34111706,,,"Lillard, Stephanie",,852 Middleburg Road,Luray,VA,Page County Industrial and Technology Park,-93.709069,39.466626,0,0,0,0,I-181,15,,211,5,"Route 340, Middleburg Road",0,0,0,,1,Site,0,,0,,,0,1,0,150,0,,,,,0,0,,0,500,1,0,0,2009-12-18T16:16:28.000Z,tcardman,1,0,,1,,0,,,,,,0,,,Norfolk Southern Railway Company,Luray Caverns Airport,6,Shenandoah Valley Regional Airport,41,,,Shenandoah Valley Electric Cooperative,Town of Stanley,CenturyLink,Town of Stanley,Not Available,Page,,,Industrial,0,1,0,,,,,,,,3481,,51139,1,1,{E89B1268-D06B-4275-9130-A4F67DB3B838},56.15,56.15,,,571599.621976002,3587.75603680132,,
http://virginiascan.yesvirginia.org/Site_Selection/PropertyDetails.aspx?propertyid=241572,241572,,1,11697 Spotswood Trail,22973,0,51079,0,0,Milton Oliver,,,0,,0,251826.63898694,95886.52145046,,,"Yost, Alan",,11697 Spotswood Trail,Ruckersville,VA,Enterprise Pointe / Oliver Property,-78.372356,38.229157,0,0,0,0,I-64,22,,US29,4,US33,0,0,,,0,Site,0,none,0,,,0,0,0,1960,0,8,,,,0,0,DSL,0,,1,0,0,2009-12-23T15:05:00.000Z,twilliams@gcva.us,1,0,,0,,2450,,,,,,0,12,,,Charlottesville-Albemarle Airport,12,Charlottesville-Albemarle Airport,12,,,Rappahannock Electric Cooperative,Rapidan Service Authority,CenturyLink,Rapidan Service Authority,Not Available,Greene,,,M2 and B3 next to rt 33,0,0,0,,,,,,,,3495,,51079,1,1,{A532F9AF-7E40-4B76-960E-86A3F287D2A3},70.14,70.14,,,222693.950149454,2302.74137842087,,
