OBJECTID,FTR_CODE,VDOT,SPEEDLIMIT,PRE_DIR,PRE_TYPE,ST_NAME,ST_TYPE,SUF_DIR,LADD_FR,LADD_TO,RADD_FR,RADD_TO,FULLNAME,LBLOCK,HBLOCK,ONEWAY,CLASS,BLOCK,ADDTYP,ROW,SHAPElen
16371,Navigable Streets,Local Streets- Public,25, , ,FREDERICK,STREET, ,500,528,501,529,FREDERICK STREET,500,500,bidirectional,Minor,500,0,residential,358.540695
14859,Navigable Streets,Local Streets- Public,25, , ,EDISON,AVENUE, ,6130,6160,6129,6159,EDISON AVENUE,6100,6100,bidirectional,Minor,6100,0,residential,138.345771
16373,Miscellaneous Streets,Miscellaneous,15, , ,MISCELLANEOUS,STREET, ,0,0,0,0,MISCELLANEOUS STREET,0,0,bidirectional,Miscellaneous,0,0,not permitted,52.201733
14874,Navigable Streets,Local Streets- Public,25, , ,BRINDA,AVENUE, ,5932,5940,5929,5941,BRINDA AVENUE,5900,5900,bidirectional,Minor,5900,0,residential,560.129752
16388,Navigable Streets,Principal Arterials,15,E, ,VIRGINIA BEACH,BOULEVARD, ,0,0,0,0,E VIRGINIA BEACH BOULEVARD,0,0,bidirectional,Median,0,0,arterial/collector,70.837746
14875,Navigable Streets,Local Streets- Public,25, , ,ORION,AVENUE, ,5334,5360,5321,5321,ORION AVENUE,5300,5300,bidirectional,Minor,5300,0,residential,426.68687
16570,Navigable Streets,Local Streets- Public,25, , ,NORTH VIEW,BOULEVARD, ,0,0,8200,8298,NORTH VIEW BOULEVARD,8200,8200,divided oneway,Minor,8200,0,residential,235.625151
16571,Navigable Streets,Local Streets- Public,25, , ,NORTH VIEW,BOULEVARD, ,0,0,8299,8200,NORTH VIEW BOULEVARD,8200,8200,divided oneway,Minor,8200,0,residential,238.812125
14886,Navigable Streets,Local Streets- Public,25, , ,ORION,AVENUE, ,0,0,0,0,ORION AVENUE,5400,5400,bidirectional,Minor,5400,0,residential,80.000071
16572,Navigable Streets,Local Streets- Public,25, , ,HARBOR WALK,AVENUE, ,0,0,4260,4240,HARBOR WALK AVENUE,4200,4200,divided oneway,Minor,4200,0,residential,334.475449
14888,Navigable Streets,Collectors,25, , ,KIDD,BOULEVARD, ,100,144,101,145,KIDD BOULEVARD,100,100,bidirectional,Minor,100,0,arterial/collector,980.269847
16608,Navigable Streets,Principal Arterials,25, , ,NORTHAMPTON,BOULEVARD, ,0,0,0,0,NORTHAMPTON BOULEVARD,5700,5700,divided oneway,Major,5700,0,arterial/collector,385.837691
14889,Navigable Streets,Local Streets- Public,25, , ,BRINDA,AVENUE, ,5944,5960,5945,5961,BRINDA AVENUE,5900,5900,bidirectional,Minor,5900,0,residential,304.958038
16609,Navigable Streets,Principal Arterials,25,N, ,MILITARY                      ,HIGHWAY, ,0,0,0,0,N MILITARY HIGHWAY                      ,1400,1400,divided oneway,Major,1400,0,arterial/collector,806.222356
14900,Navigable Streets,Local Streets- Public,25, , ,SELLGER                       ,DRIVE, ,0,0,0,0,SELLGER DRIVE                           ,100,100,bidirectional,Median,100,0,arterial/collector,32.000091
16610,Navigable Streets,Principal Arterials,25, , ,NORTHAMPTON                   ,BOULEVARD, ,0,0,0,0,NORTHAMPTON BOULEVARD                   ,1400,1400,bidirectional,Median,1400,0,arterial/collector,53.089959
14901,Navigable Streets,Collectors,25, , ,SELLGER,DRIVE, ,0,0,5909,5927,SELLGER DRIVE,5900,5900,divided oneway,Minor,5900,0,arterial/collector,550.046072
16674,Navigable Streets,Local Streets- Public,25, , ,GODFREY,AVENUE, ,1211,1225,1224,1260,GODFREY AVENUE,1200,1200,bidirectional,Minor,1200,0,residential,312.026394
14902,Navigable Streets,Collectors,25, , ,SELLGER                       ,DRIVE, ,0,0,0,0,SELLGER DRIVE,200,200,bidirectional,Median,200,0,arterial/collector,35.249892
16675,Navigable Streets,Local Streets- Public,25, , ,GODFREY,AVENUE, ,1227,1299,0,0,GODFREY AVENUE,1200,1200,bidirectional,Minor,1200,0,residential,323.710783
14912,Navigable Streets,Collectors,25, , ,SELLGER,DRIVE, ,0,0,5713,5723,SELLGER DRIVE,5700,5700,divided oneway,Minor,5700,0,arterial/collector,262.00785
16757,Navigable Streets,Local Streets- Public,25, , ,BUCKMAN,AVENUE, ,9259,9297,9258,9292,BUCKMAN AVENUE,9200,9200,bidirectional,Minor,9200,0,residential,553.488635
14913,Navigable Streets,Collectors,25, , ,SELLGER,DRIVE, ,0,0,0,0,SELLGER DRIVE,5700,5700,bidirectional,Median,5700,0,arterial/collector,36.763835
16758,Navigable Streets,Local Streets- Public,25, , ,BUCKMAN,AVENUE, ,9301,9399,9300,9398,BUCKMAN AVENUE,9300,9300,bidirectional,Minor,9300,0,residential,594.99514
14914,Navigable Streets,Collectors,25, , ,SELLGER,DRIVE, ,0,0,0,0,SELLGER DRIVE,5700,5700,divided oneway,Minor,5700,0,arterial/collector,176.006107
14915,Navigable Streets,Local Streets- Public,25,S, ,MILITARY,HIGHWAY, ,0,0,0,0,S MILITARY HIGHWAY,200,200,bidirectional,Minor,200,0,arterial/collector,37.000292
16759,Navigable Streets,Local Streets- Public,25, , ,ORANGE,AVENUE, ,175,175,0,0,ORANGE AVENUE,100,100,bidirectional,Minor,100,0,residential,252.009955
16760,Navigable Streets,Local Streets- Public,25, , ,MARLOW,AVENUE, ,9261,9297,9258,9288,MARLOW AVENUE,9200,9200,bidirectional,Minor,9200,0,residential,552.586343
14927,Navigable Streets,Collectors,25, , ,SELLGER,DRIVE, ,5956,5956,0,0,SELLGER DRIVE,5900,5900,divided oneway,Minor,5900,0,arterial/collector,139.044053
16787,Navigable Streets,Local Streets- Public,25, , ,MARATHON,AVENUE, ,907,907,0,0,MARATHON AVENUE,900,900,bidirectional,Minor,900,0,residential,266.477063
14928,Navigable Streets,Collectors,25, , ,SELLGER                       ,DRIVE, ,0,0,0,0,SELLGER DRIVE                           ,100,100,bidirectional,Median,100,0,arterial/collector,39.167064
16788,Navigable Streets,Local Streets- Public,25,N, ,ABILENE,AVENUE, ,101,199,100,198,N ABILENE AVENUE,100,100,bidirectional,Minor,100,0,residential,1040.017316
14929,Navigable Streets,Collectors,25, , ,SELLGER,DRIVE, ,0,0,5955,5955,SELLGER DRIVE,5900,5900,divided oneway,Minor,5900,0,arterial/collector,136.315955
16789,Navigable Streets,Local Streets- Public,25, , ,MT VERNON,AVENUE, ,1712,1732,1729,1731,MT VERNON AVENUE,1700,1700,bidirectional,Minor,1700,0,residential,363.295879
14950,Navigable Streets,Interstate,15, , ,I-264W,HIGHWAY, ,0,0,0,0,I-264W HIGHWAY,0,0,divided oneway,Interstate,0,0,arterial/collector,274.829769
16811,Navigable Streets,Local Streets- Private,25, , ,PINE HOLLOW,ROAD, ,0,0,1,150,PINE HOLLOW ROAD,100,100,bidirectional,Private,100,0,not permitted,416.961877
14951,Navigable Streets,Local Streets- Public,25, , ,PEFLEY,DRIVE, ,200,228,229,235,PEFLEY DRIVE,200,200,bidirectional,Minor,200,0,residential,816.200367
16812,Navigable Streets,Local Streets- Public,25, , ,PENDLETON,STREET, ,408,510,405,505,PENDLETON STREET,400,400,bidirectional,Minor,400,0,residential,757.766036
14952,Navigable Streets,Local Streets- Public,25, , ,BURBANK,COURT, ,5746,5752,5749,5753,BURBANK COURT,5700,5700,bidirectional,Minor,5700,0,residential,238.003351
16813,Navigable Streets,Local Streets- Public,25, , ,CURLEW,DRIVE, ,0,0,5401,5499,CURLEW DRIVE,5400,5400,bidirectional,Minor,5400,0,residential,821.004068
14953,Navigable Streets,Local Streets- Public,25, , ,HUNTSMAN,ROAD, ,214,268,209,267,HUNTSMAN ROAD,200,200,bidirectional,Minor,200,0,residential,808.460132
16814,Navigable Streets,Local Streets- Public,25, , ,KIMBERLY,LANE, ,100,130,121,121,KIMBERLY LANE,100,100,bidirectional,Minor,100,0,residential,280.953709
14968,Navigable Streets,Collectors,25, , ,CORPORATE,BOULEVARD, ,0,0,271,299,CORPORATE BOULEVARD,200,200,divided oneway,Minor,200,0,arterial/collector,574.264504
16865,Navigable Streets,Local Streets- Public,25, , ,ARLINGTON,AVENUE, ,1800,1898,1801,1899,ARLINGTON AVENUE,1800,1800,bidirectional,Minor,1800,0,residential,507.546477
14969,Navigable Streets,Principal Arterials,45,S, ,MILITARY,HIGHWAY, ,246,254,0,0,S MILITARY HIGHWAY,200,200,divided oneway,Major,200,0,arterial/collector,437.507286
16867,Navigable Streets,Local Streets- Public,25, , ,WALTHAM,STREET, ,449,599,450,598,WALTHAM STREET,500,500,bidirectional,Minor,500,0,residential,305.654974
14970,Navigable Streets,Collectors,25, , ,CORPORATE,BOULEVARD, ,0,0,0,0,CORPORATE BOULEVARD,200,200,divided oneway,Minor,200,0,arterial/collector,170.151571
16868,Navigable Streets,Local Streets- Public,25, , ,WALTON,AVENUE, ,5409,5421,5410,5410,WALTON AVENUE,5400,5400,bidirectional,Minor,5400,0,residential,537.090635
14990,Navigable Streets,Interstate,55, , ,I-264W,HIGHWAY, ,0,0,0,0,I-264W HIGHWAY,0,0,divided oneway,Interstate,0,0,arterial/collector,325.44442
16895,Navigable Streets,Local Streets- Public,25,W, ,41ST,STREET, ,101,115,100,120,W 41ST STREET,100,100,bidirectional,Minor,100,0,residential,265.996192
14991,Navigable Streets,Interstate,15, , ,I-264E,HIGHWAY, ,0,0,0,0,I-264E HIGHWAY,0,0,divided oneway,Interstate,0,0,arterial/collector,602.432477
16896,Navigable Streets,Local Streets- Public,25, , ,HOLLY,AVENUE, ,104,136,105,121,HOLLY AVENUE,100,100,bidirectional,Minor,100,0,residential,428.970901
14992,Navigable Streets,Interstate,55, , ,I-464S,HIGHWAY, ,0,0,0,0,I-464S HIGHWAY,0,0,divided oneway,Interstate,0,0,arterial/collector,94.619669
16897,Navigable Streets,Local Streets- Public,25, , ,PICADILLY,STREET, ,1201,1229,0,0,PICADILLY STREET,1200,1200,bidirectional,Minor,1200,0,residential,260.074454
14993,Navigable Streets,Local Streets- Public,25, , ,SHOREWOOD,DRIVE, ,310,314,0,0,SHOREWOOD DRIVE,300,300,bidirectional,Minor,300,0,residential,226.769855
16898,Navigable Streets,Local Streets- Public,25, , ,ALEXANDER,STREET, ,0,0,6400,6412,ALEXANDER STREET,6400,6400,bidirectional,Minor,6400,0,residential,110.370202
14837,Navigable Streets,Local Streets- Public,25, , ,CHESTERFIELD,BOULEVARD, ,2600,2632,0,0,CHESTERFIELD BOULEVARD,2600,2600,bidirectional,Minor,2600,0,residential,492.799569
16957,Navigable Streets,Local Streets- Public,25, , ,DENISON,AVENUE, ,900,910,925,925,DENISON AVENUE,900,900,divided oneway,Minor,900,0,arterial/collector,72.835556
14849,Navigable Streets,Local Streets- Public,25, , ,NORCHESTER,STREET, ,0,0,600,600,NORCHESTER STREET,600,600,bidirectional,Minor,600,0,residential,280.297672
16958,Navigable Streets,Local Streets- Public,25, , ,CENTRAL BUSINESS PARK,DRIVE, ,7401,7429,7400,7420,CENTRAL BUSINESS PARK DRIVE,7400,7400,bidirectional,Minor,7400,0,arterial/collector,534.399147
14850,Navigable Streets,Local Streets- Public,25, , ,CHESTERFIELD,BOULEVARD, ,2700,2728,0,0,CHESTERFIELD BOULEVARD,2700,2700,bidirectional,Minor,2700,0,residential,649.991051
16966,Navigable Streets,Local Streets- Public,25, , ,BLAKE,ROAD, ,0,0,0,0,BLAKE ROAD,200,200,bidirectional,Minor,200,0,residential,77.015517
14860,Navigable Streets,Local Streets- Public,25, , ,CHESTERFIELD,BOULEVARD, ,2800,2850,0,0,CHESTERFIELD BOULEVARD,2800,2800,bidirectional,Minor,2800,0,residential,249.564479
16275,Navigable Streets,Local Streets- Public,25, , ,WASHINGTON,AVENUE, ,700,798,701,799,WASHINGTON AVENUE,700,700,signed oneway,Minor,700,0,residential,624.899654
14333,Navigable Streets,Local Streets- Public,25, , ,COMMERCIAL,PLACE, ,0,0,0,0,COMMERCIAL PLACE,100,100,bidirectional,Minor,100,0,arterial/collector,147.392782
16509,Navigable Streets,Local Streets- Public,25, , ,COMMODORE,DRIVE, ,165,193,160,198,COMMODORE DRIVE,100,100,bidirectional,Minor,100,0,residential,1297.623285
14334,Navigable Streets,Collectors,25,E, ,MAIN,STREET, ,0,0,0,0,E MAIN STREET,400,400,bidirectional,Minor,400,0,arterial/collector,83.009641
14356,Navigable Streets,Collectors,25,E, ,MAIN,STREET, ,500,580,555,555,E MAIN STREET,500,500,bidirectional,Minor,500,0,arterial/collector,561.15037
16693,Navigable Streets,Local Streets- Public,25,E, ,GOVERNMENT,AVENUE, ,0,0,0,0,E GOVERNMENT AVENUE,200,200,bidirectional,Median,200,0,residential,57.328705
14168,Navigable Streets,Principal Arterials,30,E, ,BRAMBLETON,AVENUE, ,1500,1598,1501,1599,E BRAMBLETON AVENUE,1500,1500,bidirectional,Major,1500,0,arterial/collector,325.477642
16694,Miscellaneous Streets,Miscellaneous,15, , ,MISCELLANEOUS,STREET, ,0,0,0,0,MISCELLANEOUS STREET,0,0,bidirectional,Miscellaneous,0,0,not permitted,331.644199
14211,Navigable Streets,Local Streets- Public,25, , ,MARSHALL,AVENUE, ,601,699,600,698,MARSHALL AVENUE,600,600,bidirectional,Minor,600,0,residential,401.975649
16695,Navigable Streets,Local Streets- Public,25,E, ,GOVERNMENT,AVENUE, ,0,0,317,317,E GOVERNMENT AVENUE,300,300,bidirectional,Minor,300,0,residential,330.282049
14158,Navigable Streets,Minor Arterials,25, , ,PARK,AVENUE, ,701,737,700,798,PARK AVENUE,700,700,bidirectional,Major,700,0,arterial/collector,469.624899
16696,Navigable Streets,Local Streets- Public,25,E, ,GOVERNMENT,AVENUE, ,0,0,417,417,E GOVERNMENT AVENUE,400,400,bidirectional,Minor,400,0,residential,338.41545
14095,Navigable Streets,Local Streets- Public,25, , ,MARSHALL,AVENUE, ,701,799,700,798,MARSHALL AVENUE,700,700,bidirectional,Minor,700,0,residential,686.951992
16136,Navigable Streets,Interstate,55, , ,I-264E,HIGHWAY, ,0,0,0,0,I-264E HIGHWAY,0,0,divided oneway,Interstate,0,0,arterial/collector,1141.532016
14011,Navigable Streets,Principal Arterials,30,E, ,BRAMBLETON,AVENUE, ,0,0,0,0,E BRAMBLETON AVENUE,1300,1300,divided oneway,Major,1300,0,arterial/collector,641.098106
14012,Navigable Streets,Principal Arterials,30,E, ,BRAMBLETON,AVENUE, ,0,0,1317,1317,E BRAMBLETON AVENUE,1300,1300,divided oneway,Major,1300,0,arterial/collector,636.437828
16137,Navigable Streets,Interstate,55, , ,I-264E,HIGHWAY, ,0,0,0,0,I-264E HIGHWAY,0,0,divided oneway,Interstate,0,0,arterial/collector,2042.897101
14144,Navigable Streets,Local Streets- Public,25, , ,RESERVOIR,AVENUE, ,611,699,612,698,RESERVOIR AVENUE,600,600,bidirectional,Minor,600,0,residential,366.270509
16138,Navigable Streets,Interstate,55, , ,I-264E,HIGHWAY, ,0,0,0,0,I-264E HIGHWAY,0,0,divided oneway,Interstate,0,0,arterial/collector,1520.088951
14020,Navigable Streets,Local Streets- Public,25,E, ,BRAMBLETON,AVENUE, ,0,0,1301,1399,E BRAMBLETON AVENUE,1300,1300,bidirectional,Minor,1300,0,arterial/collector,323.088449
16139,Navigable Streets,Interstate,55, , ,I-64W,HIGHWAY, ,0,0,0,0,I-64W HIGHWAY,0,0,divided oneway,Interstate,0,0,arterial/collector,1197.847448
14191,Navigable Streets,Principal Arterials,25, , ,BOUSH,STREET, ,101,199,0,0,BOUSH STREET,100,100,divided oneway,Major,100,0,arterial/collector,344.172027
16140,Navigable Streets,Interstate,55, , ,I-64HOV,HIGHWAY, ,0,0,0,0,I-64HOV HIGHWAY,0,0,bidirectional,Interstate,0,0,arterial/collector,1190.352394
14200,Navigable Streets,Principal Arterials,25, , ,BOUSH,STREET, ,0,0,100,128,BOUSH STREET,100,100,divided oneway,Major,100,0,arterial/collector,349.8858
16252,Navy Streets,Base Roads,45,W, ,BAY,AVENUE, ,0,0,0,0,W BAY AVENUE,400,400,divided oneway,Naval Base,400,0,not permitted,336.221146
14106,Navigable Streets,Collectors,25,W, ,PLUME,STREET, ,125,199,130,198,W PLUME STREET,100,100,bidirectional,Minor,100,0,arterial/collector,209.127349
16253,Navy Streets,Base Roads,25, , ,7TH,AVENUE, ,9199,9233,9200,9234,7TH AVENUE,9100,9200,bidirectional,Naval Base,9200,0,not permitted,338.241174
14513,Miscellaneous Streets,Miscellaneous,15, , ,MISCELLANEOUS,STREET, ,0,0,0,0,MISCELLANEOUS STREET,0,0,bidirectional,Miscellaneous,0,0,not permitted,458.382088
16272,Navigable Streets,Minor Arterials,30, , ,CHURCH,STREET, ,0,0,1421,1401,CHURCH STREET,1400,1400,divided oneway,Major,1400,0,arterial/collector,343.432898
14522,Navigable Streets,Principal Arterials,25, , ,WATERSIDE,DRIVE, ,0,0,355,375,WATERSIDE DRIVE,300,300,divided oneway,Major,300,0,arterial/collector,123.4837
16374,Navigable Streets,Local Streets- Public,25, , ,FAUQUIER,STREET, ,0,0,0,0,FAUQUIER STREET,500,500,bidirectional,Minor,500,0,residential,118.097395
14495,Navigable Streets,Principal Arterials,25, , ,WATERSIDE,DRIVE, ,0,0,301,353,WATERSIDE DRIVE,300,300,divided oneway,Major,300,0,arterial/collector,428.165252
16375,Navigable Streets,Local Streets- Public,35, , ,FAUQUIER,STREET, ,0,0,0,0,FAUQUIER STREET,500,500,bidirectional,Minor,500,0,residential,160.199095
14026,Navigable Streets,Principal Arterials,25, , ,BOUSH,STREET, ,0,0,150,150,BOUSH STREET,100,100,bidirectional,Major,100,0,arterial/collector,215.071561
16376,Miscellaneous Streets,Miscellaneous,15, , ,MISCELLANEOUS,STREET, ,0,0,0,0,MISCELLANEOUS STREET,0,0,bidirectional,Miscellaneous,0,0,not permitted,121.09296
14361,Navigable Streets,Minor Arterials,25,, ,SAINT PAULS,BOULEVARD, ,0,0,0,0,SAINT PAULS BOULEVARD                   ,500,500,bidirectional,Median,500,0,arterial/collector,54.786407
16377,Navigable Streets,Minor Arterials,45, , ,THOLE,STREET, ,0,0,0,0,THOLE STREET,100,100,bidirectional,Major,100,0,arterial/collector,316.901098
14521,Navigable Streets,Principal Arterials,25, , ,WATERSIDE                     ,DRIVE, ,0,0,0,0,WATERSIDE DRIVE                         ,700,700,bidirectional,Median,700,0,arterial/collector,56.999838
16394,Miscellaneous Streets,Miscellaneous,15, , ,MISCELLANEOUS,STREET, ,0,0,0,0,MISCELLANEOUS STREET,0,0,bidirectional,Miscellaneous,0,0,not permitted,36.263603
14527,Navigable Streets,Minor Arterials,25, , ,SAINT PAULS                   ,BOULEVARD, ,0,0,0,0,SAINT PAULS BOULEVARD                   ,100,100,bidirectional,Median,100,0,arterial/collector,57.066254
16395,Navigable Streets,Principal Arterials,35, , ,NORVIEW,AVENUE, ,0,0,1477,1599,NORVIEW AVENUE,1500,1500,divided oneway,Major,1500,0,arterial/collector,1192.253345
14205,Navigable Streets,Minor Arterials,25, , ,BALLENTINE,BOULEVARD, ,771,799,0,0,BALLENTINE BOULEVARD,700,700,divided oneway,Major,700,0,arterial/collector,1005.619122
16396,Navigable Streets,Principal Arterials,15, , ,NORVIEW,AVENUE, ,0,0,0,0,NORVIEW AVENUE,0,0,bidirectional,Median,0,0,arterial/collector,41.413286
14066,Navigable Streets,Local Streets- Public,25, , ,NORTH LAKEBRIDGE,DRIVE, ,0,0,3001,3025,NORTH LAKEBRIDGE DRIVE,3000,3000,bidirectional,Minor,3000,0,residential,505.862447
16397,Navigable Streets,Local Streets- Public,35, , ,EDWARD,STREET, ,0,0,0,0,EDWARD STREET,6100,6100,bidirectional,Minor,6100,0,residential,36.600109
16410,Navigable Streets,Local Streets- Public,25, , ,GODFREY,AVENUE, ,1101,1117,1100,1116,GODFREY AVENUE,1100,1100,bidirectional,Minor,1100,0,residential,273.852303
14083,Navigable Streets,Local Streets- Public,25, , ,SOUTH LAKEBRIDGE,DRIVE, ,3000,3064,3003,3069,SOUTH LAKEBRIDGE DRIVE,3000,3000,bidirectional,Minor,3000,0,residential,829.438117
16411,Navigable Streets,Local Streets- Public,25, , ,GODFREY,AVENUE, ,1201,1229,1200,1226,GODFREY AVENUE,1200,1200,bidirectional,Minor,1200,0,residential,251.145975
14197,Navigable Streets,Minor Arterials,25, , ,BALLENTINE,BOULEVARD, ,0,0,770,798,BALLENTINE BOULEVARD,700,700,divided oneway,Major,700,0,arterial/collector,952.734071
16412,Navigable Streets,Local Streets- Public,25, , ,BEACHMONT,AVENUE, ,3030,3098,3039,3099,BEACHMONT AVENUE,3000,3000,bidirectional,Minor,3000,0,residential,291.541089
14250,Navigable Streets,Minor Arterials,25, , ,BALLENTINE,BOULEVARD, ,0,0,0,0,BALLENTINE BOULEVARD,700,700,divided oneway,Major,700,0,arterial/collector,143.76697
16438,Navigable Streets,Collectors,35, , ,ROBIN HOOD,ROAD, ,0,0,0,0,ROBIN HOOD ROAD,5700,5700,divided oneway,Minor,5700,0,arterial/collector,95.182765
14252,Navigable Streets,Interstate,55, , ,I-264W,HIGHWAY, ,0,0,0,0,I-264W HIGHWAY,0,0,divided oneway,Interstate,0,0,arterial/collector,1078.069638
16439,Navigable Streets,Collectors,35, , ,ROBIN HOOD,ROAD, ,0,0,5749,5799,ROBIN HOOD ROAD,5700,5700,divided oneway,Minor,5700,0,arterial/collector,246.579855
14338,Navigable Streets,Minor Arterials,25, , ,BALLENTINE,BOULEVARD, ,0,0,0,0,BALLENTINE BOULEVARD,700,700,divided oneway,Major,700,0,arterial/collector,99.369221
16440,Navigable Streets,Collectors,35, , ,ROBIN HOOD,ROAD, ,0,0,0,0,ROBIN HOOD ROAD,5700,5700,divided oneway,Minor,5700,0,arterial/collector,85.802299
14341,Navigable Streets,Interstate,55, , ,I-264E,HIGHWAY, ,0,0,0,0,I-264E HIGHWAY,0,0,divided oneway,Interstate,0,0,arterial/collector,1255.078377
16441,Navigable Streets,Collectors,35, , ,ROBIN HOOD,ROAD, ,0,0,0,0,ROBIN HOOD ROAD,5700,5700,divided oneway,Minor,5700,0,arterial/collector,63.405694
16475,Navigable Streets,Minor Arterials,40, , ,NORVIEW,AVENUE, ,0,0,0,0,NORVIEW AVENUE,0,0,divided oneway,Median,0,0,arterial/collector,51.105115
14363,Navigable Streets,Minor Arterials,25, , ,BALLENTINE,BOULEVARD, ,0,0,0,0,BALLENTINE BOULEVARD,700,700,divided oneway,Major,700,0,arterial/collector,103.614538
16476,Navigable Streets,Minor Arterials,35, , ,NORVIEW,AVENUE, ,0,0,0,0,NORVIEW AVENUE,1200,1200,divided oneway,Major,1200,0,arterial/collector,149.369598
14552,Navigable Streets,Collectors,25, , ,BALLENTINE,BOULEVARD, ,0,0,738,754,BALLENTINE BOULEVARD,700,700,bidirectional,Minor,700,0,arterial/collector,303.644902
16477,Navigable Streets,Minor Arterials,25, , ,CHESAPEAKE,BOULEVARD, ,0,0,0,0,CHESAPEAKE BOULEVARD,6000,6000,divided oneway,Major,6000,0,arterial/collector,144.903208
14413,Navigable Streets,Collectors,25, , ,BALLENTINE,BOULEVARD, ,0,0,778,778,BALLENTINE BOULEVARD,700,700,divided oneway,Minor,700,0,arterial/collector,126.939751
16478,Navigable Streets,Local Streets- Private,25, , ,JAMAICA,AVENUE, ,2500,2598,2501,2599,JAMAICA AVENUE,2500,2500,signed oneway,Private,2500,0,residential,224.688099
14437,Navigable Streets,Local Streets- Public,25, , ,EARLSCOURT,AVENUE, ,2900,2998,2901,2999,EARLSCOURT AVENUE,2900,2900,bidirectional,Minor,2900,0,residential,291.58397
16479,Navigable Streets,Local Streets- Public,25, , ,VERNON,DRIVE, ,1616,1646,1617,1619,VERNON DRIVE,1600,1600,bidirectional,Minor,1600,0,residential,291.523516
14409,Navigable Streets,Collectors,25, , ,BALLENTINE,BOULEVARD, ,0,0,0,0,BALLENTINE BOULEVARD,700,700,divided oneway,Minor,700,0,arterial/collector,118.851586
16535,Navigable Streets,Local Streets- Public,25, , ,BROADWAY,STREET, ,0,0,123,101,BROADWAY STREET,100,100,divided oneway,Minor,100,0,residential,294.315388
14364,Navigable Streets,Minor Arterials,25, , ,BALLENTINE,BOULEVARD, ,0,0,0,0,BALLENTINE BOULEVARD,700,700,divided oneway,Major,700,0,arterial/collector,108.064225
16537,Miscellaneous Streets,Miscellaneous,15, , ,MISCELLANEOUS,STREET, ,0,0,0,0,MISCELLANEOUS STREET,0,0,bidirectional,Miscellaneous,0,0,not permitted,105.000309
14336,Navigable Streets,Minor Arterials,25, , ,BALLENTINE,BOULEVARD, ,0,0,0,0,BALLENTINE BOULEVARD,700,700,divided oneway,Major,700,0,arterial/collector,95.531487
16615,Navigable Streets,Principal Arterials,25, , ,NORTHAMPTON,BOULEVARD, ,0,0,0,0,NORTHAMPTON BOULEVARD,5800,5800,divided oneway,Major,5800,0,arterial/collector,115.332314
14337,Navigable Streets,Interstate,55, , ,I-264E,HIGHWAY, ,0,0,0,0,I-264E HIGHWAY,0,0,divided oneway,Interstate,0,0,arterial/collector,1438.193389
16616,Navigable Streets,Local Streets- Public,35, , ,USAA,DRIVE, ,0,0,0,0,USAA DRIVE,1400,1400,divided oneway,Minor,1400,0,arterial/collector,202.237139
14465,Navigable Streets,Principal Arterials,45,N, ,MILITARY,HIGHWAY, ,0,0,0,0,N MILITARY HIGHWAY,100,100,divided oneway,Major,100,,arterial/collector,49.290537
16618,Navigable Streets,Principal Arterials,25, , ,NORTHAMPTON,BOULEVARD, ,0,0,6001,6025,NORTHAMPTON BOULEVARD,6000,6000,divided oneway,Major,6000,0,arterial/collector,687.598843
14561,Navigable Streets,Interstate,55, , ,I-264E,HIGHWAY, ,0,0,0,0,I-264E HIGHWAY,0,0,divided oneway,Interstate,0,,arterial/collector,895.005574
16729,Navigable Streets,Minor Arterials,35, , ,INGLESIDE,ROAD, ,0,0,2532,2532,INGLESIDE ROAD,2500,2500,bidirectional,Major,2500,0,arterial/collector,139.20149
14512,Navigable Streets,Local Streets- Public,25, , ,COMMERCIAL,PLACE, ,1,99,2,98,COMMERCIAL PLACE,100,100,bidirectional,Minor,100,0,arterial/collector,348.478888
16730,Navigable Streets,Minor Arterials,35, , ,INGLESIDE,ROAD, ,0,0,0,0,INGLESIDE ROAD,2400,2400,bidirectional,Major,2400,0,arterial/collector,65.115272
14537,Navigable Streets,Local Streets- Public,25, , ,WATERSIDE,DRIVE, ,0,0,0,0,WATERSIDE DRIVE,700,700,bidirectional,Minor,700,0,arterial/collector,98.704995
16731,Navigable Streets,Minor Arterials,35, , ,INGLESIDE,ROAD, ,0,0,0,0,INGLESIDE ROAD,2400,2400,bidirectional,Major,2400,0,arterial/collector,145.8355
14557,Navigable Streets,Local Streets- Public,30, , ,WATERSIDE,DRIVE, ,0,0,0,0,WATERSIDE DRIVE,0,0,bidirectional,Major,700,0,arterial/collector,363.514264
16732,Navigable Streets,Minor Arterials,35, , ,INGLESIDE,ROAD, ,2304,2316,2311,2311,INGLESIDE ROAD,2300,2300,divided oneway,Major,2300,0,arterial/collector,266.972319
14548,Navigable Streets,Local Streets- Public,25, , ,COMMERCIAL,PLACE, ,0,0,0,0,COMMERCIAL PLACE,100,100,bidirectional,Minor,100,0,arterial/collector,106.89252
16765,Navigable Streets,Local Streets- Public,25, , ,ORANGE,AVENUE, ,123,131,120,130,ORANGE AVENUE,100,100,bidirectional,Minor,100,0,residential,248.725778
14638,Navigable Streets,Local Streets- Public,30, , ,WATER,STREET, ,801,801,0,0,WATER STREET,1100,1100,divided oneway,Minor,1100,0,arterial/collector,161.226935
16766,Navigable Streets,Local Streets- Public,25, , ,SLOANE,STREET, ,9301,9325,9300,9325,SLOANE STREET,9300,9300,signed oneway,Minor,9300,0,residential,379.10908
